"covariates","waic_increase"
"precipitation",3316.26175928804
"human_fp",15461.5398675151
"tree",4168.3619551663
"grassland",2420.228724474
"shrub",3709.3343939514
"cropland",3518.57916058091
"built",512.589434932059
"bare",503.642566405411
"cattle",10944.3947185994
