"covariates","waic_increase"
"elevation",2205.5619177445
"tree",3439.06059839863
"grassland",857.1638794475
"shrub",2997.53982388582
"cropland",2712.99349084709
"built",3050.7752773308
"water",1065.64147737599
"cattle",4407.27607169315
