"covariates","waic_increase"
"human_fp",3916.85681595755
"pop_den",10186.5836594365
"shrub",16372.1220898448
"cropland",4118.26859011144
"bare",7973.75584167884
"water",2822.17468527228
"wetland",103.882467593961
"cattle",3882.87275172083
"tsetse",109.360153760157
