"covariates","waic_increase"
"elevation",1350.11612830991
"human_fp",5745.14783323761
"tree",2652.96799327659
"grassland",2517.69325871301
"shrub",2671.16430992051
"cropland",3754.66214557693
"water",2649.65490242717
"wetland",2592.72691780492
"cattle",7396.74334429971
