"Latitude","Longitude","value","variable"
5.87828291457286,4.29213467336683,0.350215674106751,"Mean"
5.94805929648241,4.29213467336683,0.34909836996254,"Mean"
6.01783567839196,4.29213467336683,0.332956846386742,"Mean"
6.08761206030151,4.29213467336683,0.230670391981542,"Mean"
6.15738844221106,4.29213467336683,0.172408709565971,"Mean"
6.2271648241206,4.29213467336683,0.344566261510596,"Mean"
6.29694120603015,4.29213467336683,0.232520924173707,"Mean"
6.3667175879397,4.29213467336683,0.342271948547032,"Mean"
6.43649396984925,4.29213467336683,0.341120547195049,"Mean"
6.50627035175879,4.29213467336683,0.339967580538287,"Mean"
6.57604673366834,4.29213467336683,0.338814095395737,"Mean"
6.64582311557789,4.29213467336683,0.337661222258015,"Mean"
6.71559949748744,4.29213467336683,0.336510179454456,"Mean"
6.78537587939698,4.29213467336683,0.335362277289025,"Mean"
5.87828291457286,4.35055326633166,0.355504010048248,"Mean"
5.94805929648241,4.35055326633166,0.17950568112135,"Mean"
6.01783567839196,4.35055326633166,0.351884041692613,"Mean"
6.08761206030151,4.35055326633166,0.350791475595714,"Mean"
6.15738844221106,4.35055326633166,0.349694292791106,"Mean"
6.2271648241206,4.35055326633166,0.348593238111222,"Mean"
6.29694120603015,4.35055326633166,0.346582102928518,"Mean"
6.3667175879397,4.35055326633166,0.346170033154703,"Mean"
6.43649396984925,4.35055326633166,0.345275312314393,"Mean"
6.50627035175879,4.35055326633166,0.340561465807836,"Mean"
6.57604673366834,4.35055326633166,0.342690008345468,"Mean"
6.64582311557789,4.35055326633166,0.341956191242498,"Mean"
6.71559949748744,4.35055326633166,0.340744109016806,"Mean"
6.78537587939698,4.35055326633166,0.165298484627948,"Mean"
6.85515226130653,4.35055326633166,0.321948367075808,"Mean"
5.80850653266332,4.40897185929648,0.361990547061254,"Mean"
5.87828291457286,4.40897185929648,0.359502023275454,"Mean"
5.94805929648241,4.40897185929648,0.355901143656697,"Mean"
6.01783567839196,4.40897185929648,0.336788086854609,"Mean"
6.08761206030151,4.40897185929648,0.352154332663903,"Mean"
6.15738844221106,4.40897185929648,0.355357306363317,"Mean"
6.2271648241206,4.40897185929648,0.354312727308125,"Mean"
6.29694120603015,4.40897185929648,0.353201904356872,"Mean"
6.3667175879397,4.40897185929648,0.352219308827355,"Mean"
6.43649396984925,4.40897185929648,0.349598974437964,"Mean"
6.50627035175879,4.40897185929648,0.349663775347267,"Mean"
6.57604673366834,4.40897185929648,0.348705744438209,"Mean"
6.64582311557789,4.40897185929648,0.348044434780265,"Mean"
6.71559949748744,4.40897185929648,0.347010230828488,"Mean"
6.78537587939698,4.40897185929648,0.343342737414595,"Mean"
6.85515226130653,4.40897185929648,0.333421975014025,"Mean"
6.92492864321608,4.40897185929648,0.268295267314467,"Mean"
5.73873015075377,4.46739045226131,0.368557175656959,"Mean"
5.80850653266332,4.46739045226131,0.366114826105669,"Mean"
5.87828291457286,4.46739045226131,0.365123664322517,"Mean"
5.94805929648241,4.46739045226131,0.364106909546676,"Mean"
