"Latitude","Longitude","value","variable"
5.87828291457286,4.29213467336683,0.258349682222335,"Mean"
5.94805929648241,4.29213467336683,0.25389872545408,"Mean"
6.01783567839196,4.29213467336683,0.213047377188735,"Mean"
6.08761206030151,4.29213467336683,0.833712099643479,"Mean"
6.15738844221106,4.29213467336683,0.722061840229185,"Mean"
6.2271648241206,4.29213467336683,0.206523932706891,"Mean"
6.29694120603015,4.29213467336683,0.823796067641093,"Mean"
6.3667175879397,4.29213467336683,0.213931877827478,"Mean"
6.43649396984925,4.29213467336683,0.223259407387236,"Mean"
6.50627035175879,4.29213467336683,0.218982379363178,"Mean"
6.57604673366834,4.29213467336683,0.214736876165083,"Mean"
6.64582311557789,4.29213467336683,0.210525040584089,"Mean"
6.71559949748744,4.29213467336683,0.206348991138722,"Mean"
6.78537587939698,4.29213467336683,0.202210816484117,"Mean"
5.87828291457286,4.35055326633166,0.264368751451318,"Mean"
5.94805929648241,4.35055326633166,0.615231265695183,"Mean"
6.01783567839196,4.35055326633166,0.938179610672438,"Mean"
6.08761206030151,4.35055326633166,0.228388970228603,"Mean"
6.15738844221106,4.35055326633166,0.943372860924514,"Mean"
6.2271648241206,4.35055326633166,0.22249733883892,"Mean"
6.29694120603015,4.35055326633166,0.196681942686979,"Mean"
6.3667175879397,4.35055326633166,0.934380679762546,"Mean"
6.43649396984925,4.35055326633166,0.200705488032538,"Mean"
6.50627035175879,4.35055326633166,0.926676304403461,"Mean"
6.57604673366834,4.35055326633166,0.92653516726045,"Mean"
6.64582311557789,4.35055326633166,0.927395500104193,"Mean"
6.71559949748744,4.35055326633166,0.191737725353394,"Mean"
6.78537587939698,4.35055326633166,0.686393575948809,"Mean"
6.85515226130653,4.35055326633166,0.175247549819747,"Mean"
5.80850653266332,4.40897185929648,0.275094223139138,"Mean"
5.87828291457286,4.40897185929648,0.932516463567591,"Mean"
5.94805929648241,4.40897185929648,0.938046281475525,"Mean"
6.01783567839196,4.40897185929648,0.932349539871652,"Mean"
6.08761206030151,4.40897185929648,0.943304883296948,"Mean"
6.15738844221106,4.40897185929648,0.943587904477309,"Mean"
6.2271648241206,4.40897185929648,0.947132905236328,"Mean"
6.29694120603015,4.40897185929648,0.942236412170103,"Mean"
6.3667175879397,4.40897185929648,0.934637412089749,"Mean"
6.43649396984925,4.40897185929648,0.931778799821172,"Mean"
6.50627035175879,4.40897185929648,0.929862941085058,"Mean"
6.57604673366834,4.40897185929648,0.92738495784511,"Mean"
6.64582311557789,4.40897185929648,0.927444246911153,"Mean"
6.71559949748744,4.40897185929648,0.199281293318798,"Mean"
6.78537587939698,4.40897185929648,0.925548459809005,"Mean"
6.85515226130653,4.40897185929648,0.17664265105591,"Mean"
6.92492864321608,4.40897185929648,0.890407798995628,"Mean"
5.73873015075377,4.46739045226131,0.286070210141351,"Mean"
5.80850653266332,4.46739045226131,0.942995856521176,"Mean"
5.87828291457286,4.46739045226131,0.944024043491496,"Mean"
5.94805929648241,4.46739045226131,0.941770664240061,"Mean"
6.01783567839196,4.46739045226131,0.92046668026905,"Mean"
6.08761206030151,4.46739045226131,0.941701274799247,"Mean"
6.15738844221106,4.46739045226131,0.944154066757803,"Mean"
6.2271648241206,4.46739045226131,0.941299915062718,"Mean"
6.29694120603015,4.46739045226131,0.941565532731269,"Mean"
6.3667175879397,4.46739045226131,0.934034238697682,"Mean"
6.43649396984925,4.46739045226131,0.933540694461693,"Mean"
6.50627035175879,4.46739045226131,0.928281024557273,"Mean"
6.57604673366834,4.46739045226131,0.92692070651249,"Mean"
6.64582311557789,4.46739045226131,0.923211013619056,"Mean"
6.71559949748744,4.46739045226131,0.922439781613191,"Mean"
6.78537587939698,4.46739045226131,0.923586939387427,"Mean"
6.85515226130653,4.46739045226131,0.930114444248263,"Mean"
6.92492864321608,4.46739045226131,0.938913112202442,"Mean"
6.99470502512563,4.46739045226131,0.17552690741814,"Mean"
7.06448140703518,4.46739045226131,0.16409131882793,"Mean"
7.13425778894472,4.46739045226131,0.957564928171219,"Mean"
7.20403417085427,4.46739045226131,0.937810386831718,"Mean"
7.27381055276382,4.46739045226131,0.878614953196243,"Mean"
7.34358693467337,4.46739045226131,0.887191705547197,"Mean"
7.41336331658291,4.46739045226131,0.774987288848332,"Mean"
7.48313969849246,4.46739045226131,0.682904288516565,"Mean"
7.55291608040201,4.46739045226131,0.635709960248463,"Mean"
5.73873015075377,4.52580904522613,0.941225528462787,"Mean"
5.80850653266332,4.52580904522613,0.941001451814955,"Mean"
5.87828291457286,4.52580904522613,0.938386957959502,"Mean"
5.94805929648241,4.52580904522613,0.765466801098951,"Mean"
6.01783567839196,4.52580904522613,0.927763782321813,"Mean"
6.08761206030151,4.52580904522613,0.942873694804676,"Mean"
6.15738844221106,4.52580904522613,0.941398099064398,"Mean"
6.2271648241206,4.52580904522613,0.940116968215118,"Mean"
6.29694120603015,4.52580904522613,0.932234952051994,"Mean"
6.3667175879397,4.52580904522613,0.874838483669736,"Mean"
6.43649396984925,4.52580904522613,0.924680322149973,"Mean"
6.50627035175879,4.52580904522613,0.921079534355172,"Mean"
6.57604673366834,4.52580904522613,0.918874969511734,"Mean"
6.64582311557789,4.52580904522613,0.906879199425496,"Mean"
6.71559949748744,4.52580904522613,0.91674495681161,"Mean"
6.78537587939698,4.52580904522613,0.916733684469226,"Mean"
6.85515226130653,4.52580904522613,0.920657339409983,"Mean"
