"state","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Abia",0.268421843761912,2085,0.215072678465622,1646,0.327905686435344,2577
"Adamawa",0.283859100529481,38191,0.23385798726412,31575,0.335096971046741,45133
"Akwa Ibom",0.339917504992078,2777,0.242073392309968,1981,0.437438768734862,3578
"Anambra",0.377713924779491,7910,0.347098334270883,7294,0.408806450799272,8536
"Bauchi",0.321801153180385,119424,0.298258052266849,112877,0.34631150808568,126061
"Bayelsa",0.63484112921664,1480,0.239093601877695,591,0.875621022306234,2017
"Benue",0.294065984024656,63576,0.269802950741035,58343,0.319106551231077,68966
"Borno",0.611183670786505,47467,0.542241282062254,41339,0.670397895363186,53368
"Cross River",0.245384347110781,3495,0.215843306325773,3151,0.276723418744381,3858
"Delta",0.609711044923443,18136,0.41300823393791,12513,0.744522922488248,22051
"Ebonyi",0.325643662039232,11258,0.30061095539651,10390,0.351419104901311,12152
"Edo",0.56411350061804,18650,0.49361969980052,16697,0.624404573402741,20416
"Ekiti",0.386726591041067,2221,0.358127711313329,2056,0.415911887743083,2390
"Enugu",0.323357596967894,11416,0.298669626823698,10553,0.348838751198781,12306
"Federal Capital Territory",0.372060293080369,83333,0.343563245790224,76881,0.401290916554825,89957
"Gombe",0.330816857204527,30126,0.305132427349915,28168,0.356734883477036,32133
"Imo",0.328174966584838,3309,0.259815113277062,2730,0.401119846012719,3921
"Jigawa",0.178518027554692,0,0.148851359116142,0,0.212901392847912,0
"Kaduna",0.301770521309515,140676,0.28360989657763,131952,0.320429219271558,149599
"Kano",0.237148533864113,572,0.213637842957658,495,0.261657224143428,655
"Katsina",0.161675234803928,2339,0.131983251239211,1064,0.198613263704177,4277
"Kebbi",0.0822193257373992,50920,0.0573571016579343,37780,0.114331480806623,67337
"Kogi",0.418971357631559,131994,0.384722949571262,121382,0.453590382969455,142693
"Kwara",0.248592310548011,116588,0.224722411171766,105710,0.27393466426769,128090
"Lagos",0.806849467498522,2839,0.738429247239393,2582,0.863448724273865,3050
"Nasarawa",0.452783377407737,212972,0.425808855783002,200346,0.479895016047579,225670
"Niger",0.222712920093626,350979,0.198997942290403,314875,0.247678836302388,389389
"Ogun",0.661936586158926,26293,0.600780573094796,23720,0.717876781555589,28661
"Ondo",0.627125864329535,5018,0.559437384209947,4436,0.680765448911043,5473
"Osun",0.406544598939468,12980,0.377946466450216,12035,0.435564199363338,13944
"Oyo",0.297594507104175,80686,0.267798160306679,72417,0.328837672885392,89372
"Plateau",0.362027595724458,225824,0.341174061667296,212923,0.383233334990724,238937
"Rivers",0.453308688162495,925,0.212896618692211,456,0.67669592194447,1376
"Sokoto",0.0804974393685982,15378,0.0525632654466915,9574,0.116987344690273,23167
"Taraba",0.158737523339561,150484,0.139701587215609,133560,0.18020335188525,169690
"Yobe",0.118647763306485,2185,0.0909341830606174,1156,0.158740060615952,3968
"Zamfara",0.126949596487308,35485,0.100948249066024,29356,0.157202343326724,42441
"Total",0.308001517087598,2029991,0.265999009586454,1834605,0.348068821436227,2237210
