"state","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Abia",0.16669004775534,1313,0.129659619267729,1005,0.211814048390513,1690
"Adamawa",0.25788668048117,34336,0.206351146505575,27419,0.31094720288685,41675
"Akwa Ibom",0.167822864911088,1144,0.0894374522824814,758,0.231237206542521,1605
"Anambra",0.297969780321876,6439,0.269035435799503,5840,0.328192213697869,7062
"Bauchi",0.313327143945631,110358,0.284483542809608,102447,0.343662638687474,118477
"Bayelsa",0.457402896556692,313,0.0270278279501941,50,0.729483893525538,744
"Benue",0.309464343568176,66311,0.285528094545736,61186,0.334277447832426,71622
"Borno",0.682911919587246,57570,0.619126481513792,53514,0.734091742227067,60451
"Cross River",0.168103294891078,2785,0.131095920839256,2454,0.196597187065227,3131
"Delta",0.431167892785233,8204,0.148096914197731,4757,0.608080135303749,12070
"Ebonyi",0.258242280245535,8904,0.232857861074262,8028,0.28499539468123,9827
"Edo",0.428545164147183,16182,0.35326179344947,14150,0.504662546606118,18248
"Ekiti",0.40511756237778,2455,0.370901137175383,2255,0.439951080390789,2657
"Enugu",0.304269460668338,10956,0.278300384021837,10032,0.331288843656119,11915
"Federal Capital Territory",0.286996876665177,62412,0.258633505650859,56020,0.316826209006759,69158
"Gombe",0.270947682437877,27642,0.241551200409306,25078,0.301867748572378,30310
"Imo",0.201033753627002,1992,0.148711083203996,1548,0.26148117790059,2493
"Jigawa",0.205165259119129,0,0.167210846206742,0,0.248409851532403,0
"Kaduna",0.281411352044904,123398,0.261037802065974,113938,0.30252081930709,133187
"Kano",0.226089920002274,481,0.202057205598005,411,0.251628244045125,558
"Katsina",0.156163439799579,2022,0.127078646129065,947,0.192169558344705,3660
"Kebbi",0.134767975690208,77750,0.0966037992648211,59257,0.182048620737359,99816
"Kogi",0.430030336207153,134073,0.397866470105923,124065,0.462653950197953,144215
"Kwara",0.253308031602891,116280,0.228191287175133,105039,0.28011886520071,128237
"Lagos",0.735230201022944,2678,0.626963637728275,2300,0.813122989751695,2942
"Nasarawa",0.405747459272438,189811,0.377468638487872,176514,0.434511183046973,203346
"Niger",0.204153601726913,323806,0.180329100383589,285958,0.229838957476133,364646
"Ogun",0.62484464599203,26252,0.557736990875148,23555,0.686631736632143,28728
"Ondo",0.467548992326528,3944,0.383881928634545,3270,0.546305009524976,4608
"Osun",0.305519773256018,10175,0.2772137880342,9226,0.334962587330579,11165
"Oyo",0.264989077478127,71614,0.235302824191843,63468,0.296474720633175,80265
"Plateau",0.337780413417775,218930,0.312419839228553,202657,0.363819073712433,235598
"Rivers",0.405465443213932,354,0.047865809783925,117,0.594249114980997,624
"Sokoto",0.0978689559559242,16419,0.0672701513496586,11326,0.13687120419759,22976
"Taraba",0.106703044410183,102975,0.0908754819823057,88852,0.125483907121714,119580
"Yobe",0.268984871478781,11385,0.178150157132864,6213,0.381507934776503,17947
"Zamfara",0.13962874751744,43426,0.11164404163203,36105,0.172057136069876,51627
"Total",0.294755363223688,1895093,0.244934489569576,1689760,0.340945503830749,2116863
