"state","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Abia",0.368014825934788,3028,0.297786078246865,2426,0.434519497564627,3602
"Adamawa",0.347369035584985,46260,0.298471134977234,39187,0.396573380487972,53745
"Akwa Ibom",0.452837857527426,3642,0.32809006154328,2784,0.567981493037298,4467
"Anambra",0.366850618291235,7667,0.323906268311475,6752,0.413604767797219,8673
"Bauchi",0.298020905078237,106156,0.272095196607995,98922,0.325302226482121,113591
"Bayelsa",0.827427222578123,1346,0.508793818793178,1119,0.996148270093872,1437
"Benue",0.328821690699935,70129,0.303611720113649,64640,0.354929243024917,75821
"Borno",0.653838007690025,55640,0.596802954834708,51447,0.700547634806083,58930
"Cross River",0.229127768482473,3451,0.190758228077185,3071,0.27063398535805,3859
"Delta",0.716713647903494,17863,0.501963540546633,14817,0.85148328833692,19735
"Ebonyi",0.317798966955391,10946,0.29037054022492,10000,0.34621036935354,11927
"Edo",0.595959887243475,19983,0.52899924124466,18015,0.651073940873932,21700
"Ekiti",0.401425905720471,2375,0.369628520100623,2191,0.433811507966002,2562
"Enugu",0.350251059654084,12462,0.324323061268321,11548,0.376881089856371,13400
"Federal Capital Territory",0.353012131899345,78419,0.323014802562611,71528,0.384004551423846,85553
"Gombe",0.249777125410397,25257,0.222160686350117,23000,0.279317921990442,27612
"Imo",0.461702059415333,4237,0.379449051841907,3555,0.539111011439282,4902
"Jigawa",0.167885472118991,0,0.135450030635135,0,0.208054318338396,0
"Kaduna",0.291254619050616,127514,0.271674993569073,118376,0.311527932705767,136980
"Kano",0.231952753588327,516,0.206756845288526,447,0.259066144005652,591
"Katsina",0.150830836228045,2472,0.117060408985055,867,0.196314191248319,5220
"Kebbi",0.183486021162877,106875,0.130938948895216,81124,0.246938288063864,136934
"Kogi",0.460695881450873,143966,0.427340478616612,133557,0.49438864308704,154460
"Kwara",0.276261098006758,128066,0.250470696186284,116436,0.303630228415236,140372
"Lagos",0.740419996829198,2603,0.620349282177085,2161,0.836841815428179,2959
"Nasarawa",0.414864060462066,193840,0.386281423413867,180450,0.444223762697989,207633
"Niger",0.240832764181396,386279,0.212999986174682,342734,0.270957942399154,433043
"Ogun",0.583572619882478,23347,0.513390817628271,20426,0.648859529524946,26110
"Ondo",0.602949636694387,4944,0.539437210103379,4479,0.653032585221005,5319
"Osun",0.35479906565399,11760,0.325480092828184,10780,0.385022803656301,12774
"Oyo",0.287462835506587,77748,0.256107018886188,69239,0.321033573573155,86791
"Plateau",0.327666171970023,209285,0.303655895236044,194228,0.352475286809972,224749
"Rivers",0.754770034707731,1274,0.429849039295499,945,0.961385540728332,1490
"Sokoto",0.0670191277964198,15100,0.0447881827607479,10637,0.0962702502691659,20769
"Taraba",0.126756476598298,120127,0.107215551927163,103290,0.150544562907098,141127
"Yobe",0.140989711505499,3882,0.0942472044092684,1851,0.210529556157374,7250
"Zamfara",0.0980304734238122,34554,0.0770856363098472,28346,0.122965387621953,41634
"Total",0.320317411898736,2063016,0.27526252102134,1845376,0.363092793518517,2297719
