"state","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Abia",0.313359086808045,2441,0.253437262132302,1945,0.378404435136633,2984
"Adamawa",0.291318173359633,38389,0.240007635483773,31356,0.343894436519012,45970
"Akwa Ibom",0.369645777410295,2935,0.260542508170339,2169,0.487445643498886,3720
"Anambra",0.36045328195173,7400,0.322813143821565,6618,0.403896264791984,8327
"Bauchi",0.356689076996188,122441,0.326296378437725,114398,0.388253866655537,130660
"Bayelsa",0.535932405534315,795,0.145305562055257,329,0.932425276787402,1130
"Benue",0.300436691624528,64107,0.272660081758491,58130,0.329479447094575,70373
"Borno",0.686785426171811,55049,0.624648562422723,49823,0.738737587663295,59335
"Cross River",0.263490462708449,3706,0.223418205469594,3286,0.310929770837257,4164
"Delta",0.54179431813658,13470,0.30195102353302,9173,0.783193265710661,16991
"Ebonyi",0.345086214062628,11855,0.315996424632389,10848,0.375043869020626,12892
"Edo",0.546404687124848,18115,0.469693070905949,15935,0.614488539610608,20140
"Ekiti",0.379165629248953,2193,0.345894629161013,2000,0.413297019229467,2391
"Enugu",0.34893796290132,12306,0.320062968620416,11292,0.378692082434687,13350
"Federal Capital Territory",0.342220664007381,76236,0.310935534013745,69091,0.374639117363752,83656
"Gombe",0.343481014692873,30967,0.310307963899192,28399,0.377484880966332,33620
"Imo",0.366726589979201,3625,0.29287201733156,3006,0.44366679648645,4270
"Jigawa",0.226228042193115,0,0.18988893405781,0,0.267927424645052,0
"Kaduna",0.298815826134484,134904,0.278131614532781,124892,0.320186047053044,145222
"Kano",0.262673148169774,703,0.235291108120983,616,0.291628326545245,796
"Katsina",0.155746412408246,2402,0.124444381303833,1059,0.19522461653339,4466
"Kebbi",0.192952928939256,106163,0.135441630564103,79422,0.262053436850319,137344
"Kogi",0.406464698194041,127183,0.367960075485977,115218,0.445922344424634,139447
"Kwara",0.261751984554577,121166,0.234449524035599,108853,0.290812745058168,134238
"Lagos",0.808764005453428,2738,0.71791801994957,2464,0.882969461972968,2962
"Nasarawa",0.427681782650671,201417,0.397807311629407,187462,0.458413004598794,215763
"Niger",0.231684343369545,366977,0.202628435999187,322419,0.262854866886101,414933
"Ogun",0.730218319332156,29823,0.67436394944425,27555,0.782322317747548,31856
"Ondo",0.581838117210038,4613,0.504328251163136,3985,0.650944275839691,5208
"Osun",0.395601105830542,12802,0.364941372907933,11769,0.427033277056468,13868
"Oyo",0.326833554936474,88826,0.29388244235815,79697,0.361388818411308,98386
"Plateau",0.364062676381414,230693,0.338119267906045,214270,0.390759353991876,247488
"Rivers",0.431187430671838,685,0.145715294672992,346,0.787747458225973,1045
"Sokoto",0.0826146773882687,16500,0.0539278498440027,10991,0.120571098116282,23756
"Taraba",0.136561169532205,130810,0.117307946251928,113181,0.159274428750617,151823
"Yobe",0.174258501766088,3966,0.130264760956644,2151,0.235117488056718,6790
"Zamfara",0.108611421056594,33455,0.0844790862410119,27199,0.137339640228955,40626
"Total",0.322469094779513,2081859,0.274672804891118,1851348,0.373204173989235,2329986
