"state","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Abia",0.222720838450979,1856,0.168289726550065,1388,0.285214283448603,2394
"Adamawa",0.402821901821692,53990,0.35268957176844,46292,0.451260077612864,61940
"Akwa Ibom",0.312344185976139,2579,0.217775765014453,1867,0.434481350256995,3341
"Anambra",0.366184612010882,8014,0.320648143783999,7005,0.408591793808856,8936
"Bauchi",0.325170903833492,111995,0.298817498026607,104223,0.352545544533864,119947
"Bayelsa",0.567933727937452,1004,0.225086673119007,512,0.96786945656528,1304
"Benue",0.290160901027207,63263,0.262920552450683,57279,0.3183828701724,69442
"Borno",0.718200349109787,58365,0.664002682767356,54203,0.76241689272484,61472
"Cross River",0.153678630641008,2946,0.127908163982436,2602,0.193393561315356,3360
"Delta",0.575120104380605,15434,0.373814498355502,11625,0.815694535194026,18252
"Ebonyi",0.321326930909039,11239,0.293395792284266,10262,0.350113376799185,12244
"Edo",0.510482299949655,17550,0.435882440070925,15491,0.577650470572814,19459
"Ekiti",0.371042017898591,2335,0.338797265727728,2145,0.404120231586244,2529
"Enugu",0.288201515498488,10588,0.262962384430607,9680,0.314389174565137,11527
"Federal Capital Territory",0.303774100355794,69139,0.27813056994135,63182,0.330432961785871,75330
"Gombe",0.283966656672871,27057,0.253261542262136,24621,0.315740222421135,29592
"Imo",0.340452235152275,3274,0.267239260344735,2667,0.416819777236866,3907
"Jigawa",0.207074973479895,0,0.170802202259732,0,0.248653163455439,0
"Kaduna",0.325919002781014,143590,0.304592426079272,133320,0.347735119613003,154061
"Kano",0.270667853667065,548,0.243419203457423,479,0.299087437027941,622
"Katsina",0.157880394362042,1703,0.128264954581982,657,0.196260217984836,3507
"Kebbi",0.0827845222480914,54451,0.0524984824514983,38074,0.124672025811106,75917
"Kogi",0.358930470786391,114182,0.325044712048901,103544,0.393421513905857,124954
"Kwara",0.256878599282492,119455,0.23201550724997,108254,0.283317602194795,131313
"Lagos",0.862654164303155,3073,0.790671619807167,2822,0.91211911703592,3253
"Nasarawa",0.394375908659775,185760,0.365128006315896,171982,0.423894981632213,199676
"Niger",0.233276571470991,372096,0.205651289013263,329772,0.262962868992224,417824
"Ogun",0.675581754571637,28310,0.616428936474127,26016,0.7282822574402,30380
"Ondo",0.534722824250711,4440,0.459188080250324,3828,0.598569360265077,4950
"Osun",0.276723969078249,9558,0.251136535405056,8691,0.303273874398375,10456
"Oyo",0.261416723829093,72873,0.232699076546558,64982,0.291130795835333,81116
"Plateau",0.339314465574681,216978,0.314323446869433,201276,0.365026461533891,233068
"Rivers",0.454763690496617,861,0.203883948231811,497,0.860124198309439,1216
"Sokoto",0.0558957264019084,10169,0.0337843223043196,5991,0.0866902202814119,16082
"Taraba",0.117887312992244,114682,0.0979671226017975,95771,0.142391813266236,138693
"Yobe",0.229941564156311,8747,0.158099873710539,4705,0.32459907878853,14310
"Zamfara",0.124634245511792,41203,0.0977005736845399,34048,0.156661506484276,49327
"Total",0.311267550940855,1963307,0.266924546810894,1749755,0.360969270586075,2195698
