"state","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Abia",0.284128392578261,2187,0.227737211382405,1721,0.350751702467637,2741
"Adamawa",0.355366123670069,45675,0.312752170190024,39942,0.396408100607701,51477
"Akwa Ibom",0.316111514686199,2585,0.208388193506357,1706,0.432678964756203,3541
"Anambra",0.400580910360606,8423,0.364995229225019,7705,0.436670256495724,9152
"Bauchi",0.295875406286339,113109,0.272892077131807,106100,0.319869536237942,120268
"Bayelsa",0.331243467311542,378,0.0350475075614539,54,0.758626225853285,896
"Benue",0.299769301561299,63576,0.274375015627363,58115,0.326071531946939,69237
"Borno",0.671419034661381,55673,0.611006531339434,51140,0.720001931024852,59212
"Cross River",0.252160856277665,3697,0.220151495698013,3332,0.286065008410398,4081
"Delta",0.493347355919743,14614,0.254429478282094,8125,0.707838267177261,20396
"Ebonyi",0.373140279390142,12886,0.346497675992562,11970,0.400373541889359,13821
"Edo",0.562939442001802,19519,0.477279329091669,17256,0.640148877629447,21623
"Ekiti",0.403963109952565,2353,0.373923790694469,2177,0.434526277125847,2533
"Enugu",0.364896949818128,12955,0.337610122392713,11997,0.392857845451834,13935
"Federal Capital Territory",0.372611648599964,83487,0.34711885070741,77705,0.398721818086088,89412
"Gombe",0.2844622034186,28358,0.257748632213553,26252,0.312351911012817,30531
"Imo",0.348110462047486,3639,0.271253427241622,2973,0.432461721016691,4348
"Jigawa",0.16164827799177,0,0.132554726341807,0,0.196232536097792,0
"Kaduna",0.300845165164564,144237,0.281870278802661,135041,0.320370597125807,153656
"Kano",0.181260084902249,366,0.16097114200035,314,0.203109123593984,423
"Katsina",0.128993079370786,1856,0.102101861391069,628,0.165857361952168,4055
"Kebbi",0.105636563390796,66747,0.0735797054990392,50168,0.146956302060466,87104
"Kogi",0.438863439983784,137714,0.403913711987228,126861,0.474164426812402,148653
"Kwara",0.262187765521758,122474,0.238134464293225,111541,0.287695617901611,134031
"Lagos",0.744523943741964,2651,0.645722869669437,2304,0.825138192406594,2935
"Nasarawa",0.461066973516899,217169,0.433647878612274,204309,0.488612071557299,230093
"Niger",0.216036189887548,349375,0.192943896064721,313177,0.241053348451913,388308
"Ogun",0.651034954395112,26116,0.584017484638323,23396,0.711826353124152,28614
"Ondo",0.608101427055621,4938,0.521756104194616,4214,0.68293614504461,5569
"Osun",0.407888498873061,13086,0.378365416676709,12098,0.43790733723896,14096
"Oyo",0.296445726995298,80659,0.26660651748865,72429,0.327735257592162,89302
"Plateau",0.356518908878246,229320,0.334402177823493,215509,0.379083103410683,243374
"Rivers",0.306235836414369,650,0.0880860813429215,220,0.586489115694368,1193
"Sokoto",0.105725151050737,20632,0.073231894927251,13778,0.146674568275125,29408
"Taraba",0.107673145261056,106498,0.0936540005745243,93509,0.123908688015966,121541
"Yobe",0.169682890147434,5861,0.112520340315542,2950,0.251700975196987,10321
"Zamfara",0.146846296010584,44818,0.120405322974579,38134,0.176948529678022,52193
"Total",0.306135758611529,2048280,0.262909557197181,1848851,0.352834861853066,2262072
