"region","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Ab Ala",0.0728540152036918,0,0.0231082496778171,0,0.169302773664929,0
"Ababo",0.428771525559163,7778,0.416337750489861,7536,0.441264194713381,8021
"Abay Chomen",0.395422205783603,1910,0.385622389783389,1856,0.405278120207062,1963
"Abaya",0.322184615969841,10973,0.310487302553031,10583,0.334052905013493,11370
"Abe Dongoro",0.362883960800527,7301,0.354155711352054,7126,0.371679475027647,7478
"Abergele",0.270618750319385,0,0.23317484229101,0,0.311072702742599,0
"Abeshege",0.39177704954072,10050,0.381930427031078,9791,0.401687163201356,10310
"Abichuna Gne'a",0.51395391058857,0,0.489288748410739,0,0.538568914220898,0
"Abobo",0.248611654101755,2375,0.232235274731009,2305,0.266990695869321,2447
"Abuna G/Beret",0.427291188316197,0,0.413369738360508,0,0.441293683825313,0
"Ada'a",0.399628233351687,0,0.382239971010583,0,0.417232163691788,0
"Adaa'r",0.513843353407054,0,0.402719446309519,0,0.624521884910684,0
"Adaba",0.230640085085109,0,0.212740116727298,0,0.249290733771616,0
"Adadle",0.364901599004064,0,3.50590467642161e-06,0,0.999821213527224,0
"Adama",0.372558426008744,0,0.356190064484646,0,0.389145776073007,0
"Adami Tulu Jido Kombolcha",0.31704981818058,0,0.30265112408897,0,0.331781848384843,0
"Adda Berga",0.457764038086238,0,0.441225103184864,0,0.474370102687209,0
"Addi Arekay",0.282940958688106,0,0.261849455287028,0,0.304765367573414,0
"Adola",0.260676693785517,9176,0.242250651806583,8571,0.279697698250272,9802
"Adwa",0.020403410853586,0,0.000811600981172924,0,0.110635808312966,0
"Afambo",0.293392438269333,0,0.00149208023735253,0,0.95784681572977,0
"Afdem",0.456336231484052,0,0.0099193298659825,0,0.983484361733326,0
"Afder",0.435482320945373,0,8.09316296469213e-05,0,0.999775943625474,0
"Afdera",0.0343649241525504,0,0.00467848559338371,0,0.122831904040241,0
"Afele Kola",0.229765199946555,0,0.218008580560492,0,0.241843490291039,0
"Agalometi",0.34474142497636,1975,0.334466052726935,1916,0.355125471467511,2036
"Agarfa",0.226759432951243,0,0.209341139650284,0,0.244917618947858,0
"Ahferom",0.0141496735162049,0,0.000259808413329062,0,0.0972825903526642,0
"Akaki",0.426552479351168,0,0.410159843708558,0,0.443065316232806,0
"Akaki - Kalit",0.408745478522469,0,0.384833513695578,0,0.432981934157363,0
"Akobo",0.000541901511694916,13,3.54086719885469e-05,1,0.00237850468121076,56
"Alaba",0.271714270323552,6191,0.261187730290299,5952,0.282432741286784,6435
"Alaje",0.186658661453242,0,0.122928314641543,0,0.266592750181664,0
"Alamata",0.31537719872948,0,0.26472371820452,0,0.370927967715662,0
"Albuko",0.553407090329673,0,0.519212833362011,0,0.587233418156511,0
"Ale",0.287770334042687,12327,0.280454249010973,12038,0.295172571092833,12620
"Aleltu",0.461160214223213,0,0.440656787652531,0,0.481762913047317,0
"Alem Gena",0.43422423802613,0,0.419102414731262,0,0.449437562480143,0
"Aleta Wendo",0.194768958836638,0,0.182829285175547,0,0.207135893638211,0
"Alfa",0.319812571854801,933,0.306081505456638,891,0.333791969932337,976
"Alge Sachi",0.300349922766081,18984,0.294070959430551,18614,0.30668573067447,19357
"Alicho Woriro",0.264482138526312,0,0.253624759543839,0,0.275579244524708,0
"Alle",0.360755798783587,7095,0.349521443502827,6877,0.372107607514801,7315
"Amaro",0.317124543066379,13475,0.30694976069171,13052,0.32743368889881,13905
"Ambasel",0.552082397479665,0,0.520454651163568,0,0.583399182126658,0
"Ambo Zuria",0.389255103777917,0,0.378832767675977,0,0.399751800204208,0
"Ameya",0.36949041582828,0,0.360775492324574,0,0.378269068848728,0
"Amibara",0.491787187848932,0,0.400778810900003,0,0.583806022264904,0
"Amigna",0.281701101683918,0,0.260337852116025,0,0.303836513513004,0
"Amuru",0.373781533212129,1636,0.363620919868841,1592,0.384020687361789,1680
"Ana Sora",0.221047451815487,0,0.207291363860475,0,0.235273310874811,0
"Analemmo",0.258436610979226,0,0.248566400336922,0,0.268491973929092,0
"Anchar",0.391499301968614,0,0.366569713798813,0,0.416853987894004,0
"Anderacha",0.300960238757985,0,0.29086324926138,0,0.311204822986017,0
"Aneded",0.41860735546982,2670,0.404211314402176,2578,0.433099387492502,2762
"Anfilo",0.374910596798915,8769,0.365378611008156,8555,0.384520238033305,8984
"Angolelana Tera",0.485307319985901,0,0.461189778726847,0,0.50947616979719,0
"Anigacha",0.234169182146696,0,0.223579675416756,0,0.245010610594922,0
"Ankasha",0.277599542193923,0,0.269173171342041,0,0.286145578223175,0
"Ankober",0.505046360535026,0,0.47743178441501,0,0.5326367762183,0
"Antsokiya",0.620058849964288,0,0.585355282320302,0,0.653877947038766,0
"Arba Minch Zuria",0.339335208180264,24020,0.328540445063974,23323,0.350260204007482,24725
"Arbe Gonna",0.176647495203114,0,0.164702965989771,0,0.18909127323211,0
"Arero",0.961453233994313,0,0.928800501245727,0,0.98140902243759,0
"Argoba",0.628016116905539,0,0.589262861338095,0,0.665587571037264,0
"Argoba Special Woreda",0.504811129830697,0,0.476244789239299,0,0.533353139421536,0
"Aroresa",0.202341272237045,0,0.188090925043036,0,0.217172147145804,0
"Arsi Negele",0.285283638914057,0,0.27181117845798,0,0.299045158000773,0
"Artuma Fursi",0.619901374747186,0,0.583743809475363,0,0.655093759602817,0
"Aseko",0.345129897008383,0,0.32345083407572,0,0.367296394871879,0
"Asgede Tsimbila",0.023944411011455,0,0.0119091724554476,0,0.0434566732943252,0
"Assagirt",0.473891962447167,0,0.449111572543562,0,0.498764474197129,0
"Assosa",0.589911038443798,36901,0.575563344493386,35990,0.604133850972542,37807
"Atsbi Wenberta",0.039966285550714,0,0.0103927449251211,0,0.105127692585206,0
"Aw-bare",0.38578650229663,0,1.99809586610368e-07,0,0.999988904174222,0
"Awabel",0.421759174628919,0,0.406804659049395,0,0.436820970625107,0
"Aware",0.371947832861213,0,1.7555251843793e-09,0,0.99999938541864,0
"Awasa",0.227983439929553,0,0.21193756331307,0,0.244631437637074,0
"Awasa Zuria",0.216495410121004,17893,0.204756672791006,16958,0.228587648649581,18854
"Awash Fentale",0.444268365613573,0,0.417812980860329,0,0.470960859808546,0
"Awra",0.237842672841598,0,0.128841682678828,0,0.384740519899316,0
"Ayida",0.330737150754973,0,0.319911197166234,0,0.341697458144755,0
"Ayira",0.294881004018645,8921,0.288253946722671,8715,0.301574454652568,9130
"Ayisha",0.343232380020335,0,7.24516088666409e-05,0,0.998404147352863,0
