"region","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Ab Ala",0.0493756278606502,0,0.0137433922277408,0,0.124267555677065,0
"Ababo",0.374887003911079,6484,0.363595433040444,6273,0.386280564440224,6696
"Abay Chomen",0.357336697228803,1602,0.348200922888673,1557,0.366550312485512,1648
"Abaya",0.398236864729492,10220,0.371633558601083,9822,0.424663342001174,10625
"Abe Dongoro",0.332891907729935,6482,0.325115755061775,6349,0.340737169645578,6616
"Abergele",0.25860211061564,0,0.220188578649579,0,0.300406987475858,0
"Abeshege",0.362822066775287,8962,0.35379379396524,8726,0.371922638110979,9200
"Abichuna Gne'a",0.448436248305356,0,0.424110752259485,0,0.472945097208243,0
"Abobo",0.227576050411551,2119,0.208433484905737,2036,0.249269459529183,2202
"Abuna G/Beret",0.389189061455382,0,0.375217587124875,0,0.403292953829758,0
"Ada'a",0.364994976492177,0,0.348389586979599,0,0.381840550594381,0
"Adaa'r",0.532599431098872,0,0.39738225075288,0,0.654734175739635,0
"Adaba",0.221478691352654,0,0.20319809462577,0,0.240595618378342,0
"Adadle",0.316455949695524,0,1.44708271682467e-06,0,0.999659660470531,0
"Adama",0.354209238293022,0,0.334360326688234,0,0.374425444571802,0
"Adami Tulu Jido Kombolcha",0.329210678589614,0,0.311702956017508,0,0.346896808300942,0
"Adda Berga",0.417611550016128,0,0.400540022385595,0,0.4348211410212,0
"Addi Arekay",0.288151268693626,0,0.266699543875376,0,0.310334936152528,0
"Adola",0.248360802190945,8778,0.229552478866356,8166,0.267877052870205,9413
"Adwa",0.0148557436471728,0,0.00052603897077011,0,0.0827790656987744,0
"Afambo",0.330802277605008,0,0.00184345394448534,0,0.96788063309256,0
"Afdem",0.463248697369988,0,0.0109050829846123,0,0.983847059050775,0
"Afder",0.365219742537317,0,2.58992971814423e-05,0,0.99949981172374,0
"Afdera",0.0384807839608172,0,0.00449020950799084,0,0.1447174874678,0
"Afele Kola",0.233745061951773,0,0.221264222975324,0,0.246580478339185,0
"Agalometi",0.309228143854209,1776,0.299231732714863,1717,0.319358537895644,1836
"Agarfa",0.207837033833225,0,0.190955388906021,0,0.225512214670617,0
"Ahferom",0.0097300426362735,0,0.000151781789155612,0,0.067057994511367,0
"Akaki",0.392072382350025,0,0.374386502314879,0,0.409966858977201,0
"Akaki - Kalit",0.429152734778001,0,0.40034268385901,0,0.458330577345435,0
"Akobo",0.000577315594471886,13,2.24895808377223e-05,1,0.00281648233067359,65
"Alaba",0.272254203679468,5973,0.261921957837754,5745,0.282771027179919,6205
"Alaje",0.133795318602127,0,0.0841757905001518,0,0.19915372140918,0
"Alamata",0.249457701147087,0,0.20530044719353,0,0.299491902195428,0
"Albuko",0.45333351274253,0,0.419584665077014,0,0.487406383037625,0
"Ale",0.259429665227801,10870,0.251736368096863,10567,0.267236389016188,11178
"Aleltu",0.412897692195659,0,0.3925893595062,0,0.433427721326459,0
"Alem Gena",0.401489990377309,0,0.386580019177334,0,0.416536566385167,0
"Aleta Wendo",0.190678131104433,0,0.179084677225031,0,0.202687019078839,0
"Alfa",0.305851600084656,803,0.292170736985207,768,0.319810644682547,839
"Alge Sachi",0.280737115706408,17081,0.27525319398937,16731,0.286272302521599,17433
"Alicho Woriro",0.254020558883098,0,0.243018333860653,0,0.265286144136349,0
"Alle",0.362657463717289,7119,0.350692072958049,6874,0.374744258809558,7366
"Amaro",0.316980162487233,13115,0.305338678282113,12622,0.32874297581565,13611
"Ambasel",0.479376439023578,0,0.447053240127025,0,0.511818242016961,0
"Ambo Zuria",0.363276524340227,0,0.353195201679851,0,0.373447761835656,0
"Ameya",0.357330659361507,0,0.34888161964114,0,0.365846253732894,0
"Amibara",0.439620940162909,0,0.347360619982529,0,0.535202928055779,0
"Amigna",0.239640130602154,0,0.219545148059911,0,0.260648763838765,0
"Amuru",0.34140541653692,1376,0.331788929900462,1342,0.351118300370614,1411
"Ana Sora",0.220376233847885,0,0.20610825885289,0,0.235152962919786,0
"Analemmo",0.259092063748744,0,0.248304808595442,0,0.270100862676972,0
"Anchar",0.31989705701981,0,0.296828919483315,0,0.343637471387731,0
"Anderacha",0.293323533443849,0,0.283717219070337,0,0.303068453734002,0
"Aneded",0.379664560585516,2614,0.36317190645766,2424,0.396313791626355,2804
"Anfilo",0.362188092805592,8331,0.351995789498935,8096,0.372474540117415,8569
"Angolelana Tera",0.419479128104841,0,0.396032646764993,0,0.443199360568543,0
"Anigacha",0.234206228649041,0,0.223815057889406,0,0.244839753444839,0
"Ankasha",0.257954176779235,0,0.249537625485741,0,0.26650730746915,0
"Ankober",0.422542304596625,0,0.395738905148471,0,0.449689320597063,0
"Antsokiya",0.542937178339439,0,0.503294989577473,0,0.581963242684628,0
"Arba Minch Zuria",0.404973324436386,25088,0.381148890417613,23959,0.428565532783411,26227
"Arbe Gonna",0.169636541071864,0,0.15763690714251,0,0.182170095687554,0
"Arero",0.903913988748532,0,0.82478481390999,0,0.953655961169778,0
"Argoba",0.508754694893252,0,0.468124913169664,0,0.549299039968428,0
"Argoba Special Woreda",0.424049534791362,0,0.395782594576835,0,0.452685346703774,0
"Aroresa",0.19601018219087,0,0.181339271627212,0,0.211327871209007,0
"Arsi Negele",0.339962810227509,0,0.314484506221759,0,0.365195297085173,0
"Artuma Fursi",0.512557340466852,0,0.474646770508562,0,0.550355659779483,0
"Aseko",0.283400313895647,0,0.263504120668173,0,0.303942851508049,0
"Asgede Tsimbila",0.0233529444807267,0,0.011255248645181,0,0.0432441818012804,0
"Assagirt",0.403111013688371,0,0.379146451485878,0,0.427420390390551,0
"Assosa",0.61349083070403,38488,0.598044353489578,37525,0.628754393541142,39442
"Atsbi Wenberta",0.021174814723973,0,0.00492621335399555,0,0.0595363327861864,0
"Aw-bare",0.342247237543614,0,6.91698182033773e-08,0,0.999978452983546,0
"Awabel",0.386143623204672,0,0.369256564662685,0,0.403201752312465,0
"Aware",0.332841191771989,0,4.85245444453361e-10,0,0.999998685638493,0
"Awasa",0.209443826755562,0,0.19072453869112,0,0.229195316213134,0
"Awasa Zuria",0.21723538966742,17536,0.20345999772041,16371,0.23149424769673,18743
"Awash Fentale",0.398319324392822,0,0.367148044737956,0,0.42988971222851,0
"Awra",0.250706658968904,0,0.121666337478838,0,0.425296705102204,0
"Ayida",0.370046682829405,0,0.358538559893107,0,0.381665683933467,0
"Ayira",0.264116782963281,8010,0.257882733784548,7820,0.27042245119396,8202
"Ayisha",0.350776148140412,0,7.83321297383471e-05,0,0.998661721095908,0
"Aysaita",0.213371188855465,0,0.0031855386001912,0,0.815946642629742,0
"Babile",0.315719372200316,0,1.2689703003054e-06,0,0.999719718422397,0
"Babo",0.345880030944837,15872,0.338915557178374,15555,0.352893298929187,16191
"Badele Zuria",0.308481911109757,10851,0.30314424754987,10677,0.313858367747431,11026
"Bahir Dar Zuria",0.401869372639121,0,0.361899026594257,0,0.441742984769577,0
"Bako Gazer",0.365315416562232,42870,0.353508281208425,41485,0.37724378180449,44269
"Bako Tibe",0.312730332836398,0,0.304556039351778,0,0.320998718146743,0
"Bambasi",0.506494213124207,18676,0.494829034017471,18249,0.518151278408025,19103
"Banja",0.271553241036846,0,0.263892810514211,0,0.279315422358746,0
"Bare",0.357260350816902,0,7.68137224774009e-07,0,0.99995577867318,0
"Basketo",0.365485802855013,3549,0.355805156201285,3458,0.375247631882433,3642
"Baso Liben",0.383261932867613,11043,0.369535564470806,10648,0.397126153286274,11442
"Basona Worena",0.460235029311858,0,0.433180091345526,0,0.487462621696143,0
"Bati",0.535608320992206,0,0.494997085450378,0,0.575865239250256,0
"Becho",0.346718546009972,5056,0.336473278992305,4931,0.357058208310268,5182
"Bedeno",0.292543166078214,0,0.000264654297960753,0,0.986437885140652,0
"Begi",0.470555491115699,22788,0.45952350098486,22250,0.481608972413095,23328
"Bele Gesgar",0.217038212695512,0,0.199525250731708,0,0.235342268835234,0
"Bena Tsemay",0.387259365191566,44542,0.372972397361833,42921,0.401691348946278,46180
"Bensa",0.189068304804737,6019,0.175654340615799,5622,0.203047478234679,6432
"Berahile",0.0345797211096506,0,0.00507573819925104,0,0.121453473664618,0
"Berbere",0.176468422939406,0,0.157691104787351,0,0.196486539657435,0
"Bereh",0.404088563881056,0,0.385574464062217,0,0.422806855676501,0
"Berehet",0.398648926031341,0,0.374629940786771,0,0.423035382742187,0
"Bero",0.574777200018731,3036,0.537125635449211,2835,0.611523107145519,3232
"Beyeda",0.294565989767046,0,0.266862762546441,0,0.323683055508494,0
"Bibugn",0.322269784309935,0,0.308228023511114,0,0.33655357173692,0
"Bidu",0.0317347587178142,0,0.00250958538257162,0,0.139467003823702,0
"Bila Seyo",0.328233815090517,5424,0.320686743828973,5310,0.335849497129893,5540
"Bilidigilu",0.473176416525417,9477,0.46181013992421,9255,0.484558035269253,9700
"Bilo Nopha",0.276004832638999,8975,0.269145322872432,8752,0.282944082801026,9200
"Bio Jiganifado",0.315416967002324,17437,0.306295456087082,16966,0.324648697093972,17912
"Bita",0.302188215625786,9737,0.294538098798978,9493,0.309922288874718,9983
"Boh",0.293920403215529,0,3.40176680381539e-11,0,0.999998658191714,0
"Boji Chekorsa",0.262779348250519,10360,0.256397373130325,10108,0.269235153456551,10615
"Boji Dirmeji",0.27359836864268,2656,0.26654045559303,2593,0.280747377323968,2721
"Boke",0.258717854449309,0,0.0350804116310083,0,0.732350690880258,0
"Bole",0.378586246190217,0,0.343702893625938,0,0.414372653582783,0
"Boloso Bombe",0.39059171004845,23943,0.373041172233976,23145,0.408050866784863,24744
"Boloso sore",0.262143535975489,15826,0.253336906311017,15326,0.27109706451527,16333
"Bona Zuria",0.16012232256202,0,0.148076912510884,0,0.172764654198035,0
"Boneya Boshe",0.31480377465758,0,0.308743822727345,0,0.320910684732563,0
"Bonke",0.323348242119389,11966,0.314158159587288,11601,0.33264009041003,12334
"Bora",0.360280333448945,0,0.340534337110628,0,0.379961315239623,0
"Bore",0.217445639455872,0,0.203131707776325,0,0.232286002014281,0
"Borecha",0.337611528580271,9188,0.33045803394189,8985,0.344823647288144,9392
"Boreda",0.345351402674161,13178,0.332874549824301,12750,0.357785652759532,13606
"Boricha",0.237027781558686,18227,0.226315055213545,17294,0.248042866151391,19190
"Boset",0.341698459531367,0,0.322131295422451,0,0.36166890221581,0
"Bugna",0.39147505988803,0,0.36951820125237,0,0.413759250653107,0
"Bule",0.245941856809756,0,0.23388366394536,0,0.258302645127558,0
"Bule Hora",0.292173427256791,5779,0.27513734188122,5562,0.309644663452389,5999
"Bulen",0.304103570491592,4571,0.292425903496187,4404,0.315971537148265,4742
"Bure",0.29765653971204,12414,0.288739091643846,12061,0.306689415644425,12772
"Bure Mudaytu",0.562060332103988,0,0.342746103882511,0,0.760870684777726,0
"Burji",0.344149204591734,9677,0.328639491477969,9338,0.359868891593275,10021
"Bursa",0.170303338052917,0,0.158525195113122,0,0.182598582407001,0
"Cheha",0.334565989194704,3254,0.323797021296657,3164,0.345475740730613,3345
"Cheliya",0.32444321282117,0,0.317504024553494,0,0.331444171166962,0
"Chena",0.303184812219682,22619,0.293358972710813,22091,0.313121845438798,23152
"Chencha",0.297705417094744,0,0.291019417393156,0,0.304456110951257,0
"Chereti/Weyib",0.413098486009754,0,0.00219418220492725,0,0.991109395877017,0
"Cheta",0.344257737993038,7815,0.336182329220594,7640,0.352402255499128,7990
"Chifra",0.335341673653601,0,0.247624890715149,0,0.434328721226439,0
"Chilga",0.328027772340887,0,0.303855332572408,0,0.352919164027337,0
"Chinaksen",0.339319661991789,0,5.3103090533658e-07,0,0.999907707090636,0
"Chire",0.191515815396969,0,0.17717878935575,0,0.206489006867239,0
"Chiro Zuria",0.268838970137777,0,0.0567417773000165,0,0.642760037513043,0
"Chole",0.246932263475918,0,0.228137064426951,0,0.26651163210077,0
"Chora",0.328360626960625,15080,0.32029290522898,14768,0.336505980927289,15394
"Chuko",0.20695840727098,6749,0.195997927879438,6415,0.218253214211846,7093
"Chwaka",0.299761784693412,9928,0.292408315859625,9689,0.307195934698427,10169
"Dabat",0.287350773737554,0,0.268513848369913,0,0.306751737337355,0
"Dabo Hana",0.304313549747095,1898,0.298678209622099,1869,0.30999481965468,1928
"Dale",0.221303923650516,0,0.209845960763958,0,0.233089054330998,0
"Dale Sadi",0.255253134717072,9279,0.248662365692285,9027,0.261928468935303,9534
"Dale Wabera",0.283660130897926,4476,0.276643141922564,4367,0.290758336844822,4587
"Dalfagi",0.566114513869414,0,0.487628023217791,0,0.63744526224309,0
"Dalocha",0.279501788507993,0,0.269396203826638,0,0.289776628642137,0
"Dalul",0.0161503241377398,0,0.00162901236302641,0,0.0658075452971983,0
"Damot Gale",0.235743110359622,7672,0.225509382429098,7378,0.246212230327492,7971
"Damot Pulasa",0.234839148876431,0,0.224374767458944,0,0.245548271188881,0
"Damot Sore",0.281244058854319,7131,0.273219939002974,6925,0.289373197353751,7339
"Damot Weydie",0.28565595548805,2865,0.277828104991535,2803,0.293584062138229,2927
"Dangila",0.250548967671,0,0.243856513141353,0,0.257330947922358,0
"Dangura",0.349108759049348,646,0.328144523779683,608,0.370545659147454,684
"Daniboya",0.250520878207311,0,0.241058315134253,0,0.260162852482308,0
"Dano",0.323440719313935,0,0.316383601500425,0,0.330560846576651,0
"Danot",0.297026793712021,0,1.77119361626901e-10,0,0.999997183184184,0
"Dara",0.231996449872747,5932,0.219738144689031,5618,0.244599818709251,6253
"Daramalo",0.343579011386864,2327,0.335440131935865,2262,0.351785262574625,2392
"Darimu",0.26852778709631,30581,0.261639447125602,29833,0.275502288244137,31338
"Daro Lebu",0.274468254805549,0,0.226871736071353,0,0.330203151310326,0
"Dasenech (Kuraz)",0.660924942197958,298059,0.447968838903259,211813,0.837258724266998,376270
"Dawe Kachen",0.165479678766927,0,0.0936902971024219,0,0.270293898398866,0
"Dawo",0.382968689829345,0,0.371396768144753,0,0.394639826612158,0
"Dawunt",0.452983674486735,0,0.425134736020142,0,0.480992224652134,0
"Debark",0.300278009131664,0,0.279100735528804,0,0.322111286336161,0
"Debay Telatgen",0.379005512778761,0,0.361926661866067,0,0.396308854002199,0
"Debeweyin",0.321332971298065,0,1.10913446684743e-08,0,0.999985776750012,0
"Debre Elias",0.350869261705346,1843,0.339670560373603,1777,0.362190131072319,1909
"Debre Libanos",0.437731977482571,0,0.41615211253751,0,0.45948701261783,0
"Debresina",0.442956055422343,0,0.417704171738219,0,0.46842188404568,0
"Debub Achefer",0.264973234748024,0,0.257583963551152,0,0.272462069013108,0
"Debub Bench",0.287724930718298,27298,0.277732137517254,26316,0.297874087544356,28296
"Decha",0.341273476499227,28450,0.332240735471005,27750,0.350393296310262,29156
"Deder",0.287896526427368,0,0.00107188500111918,0,0.966542685175633,0
"Dedesa",0.301961191993613,16158,0.295512636532923,15792,0.30847088402271,16528
"Dedo",0.308604843874586,18424,0.300710134604167,17996,0.31658704228539,18855
"Dega",0.286048320775787,0,0.28086620109248,0,0.291273736742565,0
"Dega Damot",0.339630434101792,0,0.327232272063614,0,0.352192813541775,0
"Degehabur",0.316873197144118,0,1.0867553312137e-07,0,0.99992899493643,0
"Degehamedo",0.306375422004472,0,1.84164645772974e-07,0,0.999868847951353,0
