"region","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Ab Ala",0.00661437825607403,0,0.00144051949903347,0,0.0194709200145001,0
"Ababo",0.417800765219136,7573,0.4053270891753,7330,0.430343987910916,7816
"Abay Chomen",0.394556117131803,1922,0.384356499094782,1865,0.404816479314207,1979
"Abaya",0.384686450171681,11192,0.359623058416535,10791,0.409711437685873,11598
"Abe Dongoro",0.371361403757027,7607,0.361895192027244,7409,0.380900268883773,7806
"Abergele",0.196327031511669,0,0.161910631843151,0,0.235201301924824,0
"Abeshege",0.388460520455117,9991,0.378620429864733,9732,0.398365927517978,10251
"Abichuna Gne'a",0.468910228512942,0,0.444384639140271,0,0.493547665592254,0
"Abobo",0.271476421488357,2526,0.254164814060175,2453,0.290464475872007,2601
"Abuna G/Beret",0.407089387689491,0,0.393282486854562,0,0.42100283075723,0
"Ada'a",0.38007221679213,0,0.36264479710846,0,0.397755218623632,0
"Adaa'r",0.302089258111262,0,0.215740439907903,0,0.40414874152415,0
"Adaba",0.25101401942761,0,0.231886835532017,0,0.270886161777945,0
"Adadle",0.362693781102244,0,1.61391243913565e-05,0,0.999455421617476,0
"Adama",0.355465017443639,0,0.339035290182886,0,0.372152754507541,0
"Adami Tulu Jido Kombolcha",0.33454187991217,0,0.316987912923751,0,0.352310397029723,0
"Adda Berga",0.428860670727277,0,0.412415455876056,0,0.445422094466973,0
"Addi Arekay",0.269927264866281,0,0.249425787078232,0,0.291189274400337,0
"Adola",0.275374716841718,9941,0.256048601880846,9287,0.295286451208132,10616
"Adwa",0.0128914828856907,0,0.000701249667092992,0,0.0645831391062598,0
"Afambo",0.114494962189242,0,0.00045473156404113,0,0.691278716594541,0
"Afdem",0.391070945439509,0,0.0115710987807106,0,0.956457531546332,0
"Afder",0.452207614828535,0,0.00032200362245297,0,0.999448258016889,0
"Afdera",0.000826848362308614,0,6.74718580482394e-05,0,0.00365676421695098,0
"Afele Kola",0.248745905048974,0,0.23612507694653,0,0.261692666648886,0
"Agalometi",0.369246514062581,2119,0.358268328207484,2055,0.380325403646635,2184
"Agarfa",0.248095151837737,0,0.229308568428439,0,0.267625602735326,0
"Ahferom",0.0079529404872323,0,0.00015222738708619,0,0.0525344388814407,0
"Akaki",0.402067030575411,0,0.385373045951951,0,0.418931903438203,0
"Akaki - Kalit",0.369791059850614,0,0.346431730031932,0,0.393611190785467,0
"Akobo",0.00119747202463558,28,0.000144793263753308,4,0.00434473692613756,101
"Alaba",0.289048870164799,6630,0.277405433531779,6363,0.300900402952927,6902
"Alaje",0.0645919776688836,0,0.0359620890295174,0,0.106332713596023,0
"Alamata",0.194478113403543,0,0.155735695512747,0,0.240173996489296,0
"Albuko",0.50013950113958,0,0.465820411461627,0,0.534461856501017,0
"Ale",0.308175106396566,13283,0.300523927233788,12979,0.315908241725566,13591
"Aleltu",0.431634290275034,0,0.411244094001761,0,0.452199562703853,0
"Alem Gena",0.407716753038822,0,0.392698255676737,0,0.422864942600468,0
"Aleta Wendo",0.221520531097572,0,0.208256032294073,0,0.235220542650828,0
"Alfa",0.308266371797996,896,0.294876931690276,855,0.321925283596623,938
"Alge Sachi",0.316880463071996,20132,0.310206642795097,19735,0.323611278832641,20534
"Alicho Woriro",0.277465723054404,0,0.26627825874405,0,0.288881513534551,0
"Alle",0.354617308029434,6934,0.343159107398455,6712,0.366203896482686,7158
"Amaro",0.320176264508226,13863,0.308590519776438,13352,0.33188407296205,14377
"Ambasel",0.499813152566427,0,0.468172657865937,0,0.531455694389948,0
"Ambo Zuria",0.38053470963012,0,0.370113678464517,0,0.391036603488721,0
"Ameya",0.366357056621369,0,0.35747700615598,0,0.375305098007726,0
"Amibara",0.452692044336589,0,0.372270777923532,0,0.537635609679407,0
"Amigna",0.289232120019999,0,0.267683000721898,0,0.311524926605445,0
"Amuru",0.375604304292168,1614,0.365000402957287,1571,0.386289061285484,1658
"Ana Sora",0.239101020533239,0,0.224325449387083,0,0.254355214365027,0
"Analemmo",0.270891250198418,0,0.260735058397082,0,0.28122782999863,0
"Anchar",0.37369320158838,0,0.349295234919376,0,0.398575557485312,0
"Anderacha",0.3071934992505,0,0.29687667855879,0,0.317658159853067,0
"Aneded",0.395475076065409,2512,0.381219061835487,2420,0.409857811799965,2604
"Anfilo",0.39513166202865,9270,0.385382931692334,9051,0.404948032904056,9490
"Angolelana Tera",0.446318455040385,0,0.422479365363163,0,0.470344241511923,0
"Anigacha",0.244142137939217,0,0.233260048246548,0,0.255272793275196,0
"Ankasha",0.291503639539978,0,0.282775599103633,0,0.30034770058396,0
"Ankober",0.458767476139059,0,0.431558761878613,0,0.486156644561047,0
"Antsokiya",0.547927112147927,0,0.51189427788656,0,0.583593185502982,0
"Arba Minch Zuria",0.389139024164707,24281,0.365796496986639,23393,0.412390491713373,25175
"Arbe Gonna",0.205715838894835,0,0.19223355373391,0,0.219710174314514,0
"Arero",0.959499594812437,0,0.925252511017134,0,0.98046072266551,0
"Argoba",0.56014959599033,0,0.519897250590773,0,0.59982361897048,0
"Argoba Special Woreda",0.469720646016054,0,0.441364393553414,0,0.498222537706453,0
"Aroresa",0.225412464514633,0,0.209704410639478,0,0.241719486897695,0
"Arsi Negele",0.340281812706322,0,0.317960030814282,0,0.362780384442015,0
"Artuma Fursi",0.552055058330297,0,0.514617475820042,0,0.589054746187018,0
"Aseko",0.339902972724854,0,0.318390569125959,0,0.361916226612465,0
"Asgede Tsimbila",0.0647942180739917,0,0.0336367127468283,0,0.113386696272377,0
"Assagirt",0.440968022022689,0,0.416588935370627,0,0.46555712096853,0
"Assosa",0.619204625584338,38699,0.604914202848262,37787,0.633330830033559,39603
"Atsbi Wenberta",0.0028068524204826,0,0.000483205019900613,0,0.00923905751966181,0
"Aw-bare",0.333298437063423,0,5.86857026702602e-07,0,0.99987631535319,0
"Awabel",0.401710630732465,0,0.386870114236127,0,0.416685931245177,0
"Aware",0.330710304110438,0,1.01953463939019e-08,0,0.999990722005407,0
"Awasa",0.234445990158386,0,0.217882389295111,0,0.251634159556196,0
"Awasa Zuria",0.241976273366833,19929,0.229316089326206,18939,0.25498156204089,20942
"Awash Fentale",0.420171290109494,0,0.394062029896026,0,0.446617453367565,0
"Awra",0.0480874095819022,0,0.0199262779877013,0,0.0976393548045348,0
"Ayida",0.311868334424507,0,0.300848104994735,0,0.323048218550066,0
"Ayira",0.309038643202465,9225,0.30178307716961,8994,0.316369784357815,9459
"Ayisha",0.214525133303487,0,4.96474612053939e-05,0,0.979651633240096,0
"Aysaita",0.0537681668072309,0,0.000710846422169918,0,0.335833630760706,0
