"region","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Ab Ala",0.0589897916864983,0,0.0180543866657945,0,0.140686634577039,0
"Ababo",0.407978122562323,7208,0.395629914808996,6982,0.420410826195516,7434
"Abay Chomen",0.382309036105362,1777,0.371754795476098,1726,0.392944163596419,1829
"Abaya",0.346547044372428,10229,0.321672504028837,9784,0.372199967419314,10684
"Abe Dongoro",0.34842306032749,7040,0.339222057735269,6873,0.357710529132317,7208
"Abergele",0.274552050275135,0,0.235413258975516,0,0.316907524877795,0
"Abeshege",0.400818593030781,10040,0.391290384351587,9789,0.41040114864919,10292
"Abichuna Gne'a",0.477682591868299,0,0.451790542284705,0,0.50366508352038,0
"Abobo",0.29096838973182,2542,0.269942241178427,2437,0.313540011417603,2649
"Abuna G/Beret",0.424662456188483,0,0.410119486986877,0,0.439296566805746,0
"Ada'a",0.393605586711687,0,0.375962668615069,0,0.411566964928588,0
"Adaa'r",0.553179398348504,0,0.446079579822329,0,0.655079663296604,0
"Adaba",0.233494240469788,0,0.212450458230243,0,0.255590135734163,0
"Adadle",0.46884715549582,0,0.000242216799369495,0,0.999492256828214,0
"Adama",0.392710916602413,0,0.374294504011591,0,0.411357960357408,0
"Adami Tulu Jido Kombolcha",0.342007817244668,0,0.324106260393717,0,0.360360431564463,0
"Adda Berga",0.440225032852742,0,0.421990901525611,0,0.45857991913979,0
"Addi Arekay",0.278207603380087,0,0.256836787943002,0,0.300370223111378,0
"Adola",0.274051935437549,8961,0.25387379091219,8349,0.294865359583186,9596
"Adwa",0.0464503135119817,0,0.00471627535241903,0,0.183896567518433,0
"Afambo",0.322172677220351,0,0.0082509610917703,0,0.911697341965171,0
"Afdem",0.530650773776613,0,0.047059274107662,0,0.968755337173017,0
"Afder",0.568048309987341,0,0.00344816815972424,0,0.999461547866382,0
"Afdera",0.0317382205459324,0,0.00420882888492041,0,0.11462042378674,0
"Afele Kola",0.231013476889722,0,0.216301223666964,0,0.246231015119014,0
"Agalometi",0.33167846800605,1912,0.320523104780065,1847,0.342973893087853,1977
"Agarfa",0.246205163569818,0,0.226970178236948,0,0.2662419773216,0
"Ahferom",0.0407103440923915,0,0.00173634608006087,0,0.22234667665065,0
