"covariates","waic_increase"
"elevation",1775.35055853998
"precipitation",4127.68356120452
"tavg",449.020889079906
"human_fp",3292.73974214771
"shrub",4964.82495807078
"cropland",5788.5582168849
"built",2535.69520905022
"bare",2732.3512043948
"water",2485.153918609
"wetland",656.487334956233
"tsetse",393.255020256074
