"covariates","waic_increase"
"elevation",415.638479700126
"tavg",151.452358079687
"tmax",552.650587050879
"human_fp",285.361011144647
"pop_den",1522.44624562063
"tree",991.192795038458
"grassland",395.420455019823
"shrub",335.031990408435
"cropland",386.69080931319
"built",343.482197380872
"water",325.203804025343
"cattle",195.463896577598
"tsetse",671.578275691663
