"covariates","waic_increase"
"precipitation",1400.19146385973
"tmax",3024.14199986236
"human_fp",2159.26784859111
"pop_den",1850.28433069119
"tree",299.01561722137
"grassland",300.598622112931
"shrub",304.770762155458
"cropland",290.505595616069
"built",287.17466264623
"bare",438.361203368157
"water",299.002496939254
"mangrove",15.9042709494479
