"covariates","waic_increase"
"elevation",1291.9029872522
"precipitation",1161.9217436697
"tmax",1295.31695341993
"human_fp",6.50981138583666
"pop_den",1867.43729285181
"tree",171.441334589475
"grassland",167.182499061764
"shrub",162.851874347925
"cropland",165.671936686467
"built",173.702705848416
"bare",167.011260544972
"water",24.7869609365225
"mangrove",122.512785089952
"cattle",223.302702317302
"tsetse",2658.88633896349
