"covariates","waic_increase"
"elevation",1971.10521833427
"tavg",933.636645117916
"tmax",1649.17258439204
"human_fp",76.5776400539398
"pop_den",1778.86044353412
"tree",4.11762052803169
"grassland",3.44275793614361
"shrub",2.73983410499022
"cropland",3.89959531304339
"built",3.52360815149586
"bare",2.82091904956906
"water",2.7042927889288
"wetland",3.26795060621953
"mangrove",11.2195058240759
"cattle",3097.10744511941
"tsetse",1593.10624784259
