"covariates","waic_increase"
"elevation",1264.40803310563
"precipitation",2293.63408172024
"tavg",102.816170604317
"human_fp",1332.27643958052
"pop_den",2693.19032357379
"tree",179.455839396975
"grassland",1462.15629968329
"shrub",1356.4572960418
"cropland",2110.48899890263
"bare",1045.07516952319
"water",1086.81015564371
"cattle",396.808352486598
"tsetse",1327.61964874207
