"covariates","waic_increase"
"elevation",3370.80737789135
"tavg",2586.84509459998
"tmax",1066.4876053291
"pop_den",1761.1553802588
"tree",1590.3177230103
"grassland",1764.01033380363
"shrub",2714.60493356596
"cropland",1589.57735979491
"built",4994.66970333363
"water",1728.25387846655
"wetland",891.35166241369
"tsetse",1087.09574148339
