"covariates","waic_increase"
"elevation",2117.94962226421
"precipitation",971.274125061729
"pop_den",1546.47357673995
"tree",1652.14247433711
"grassland",2382.57962015482
"shrub",2347.81429978176
"cropland",1741.34352969212
"built",2940.57199260752
"bare",1519.54012069598
"wetland",95.769150736649
