"covariates","waic_increase"
"elevation",794.897459441469
"tmax",325.465457361397
"pop_den",897.362485089976
"tree",719.67379574734
"grassland",1982.39148325768
"shrub",455.285121693167
"cropland",640.543775623577
"built",728.125390190526
"water",314.060413161254
"wetland",294.34449672037
"cattle",2889.37060812623
"tsetse",1098.7977647416
