"covariates","waic_increase"
"elevation",3024.87971282278
"precipitation",3449.39591905878
"tavg",3807.33193195079
"tmax",2672.64903891775
"human_fp",1421.34654340855
"pop_den",676.890451267216
"tree",1430.90374211841
"grassland",1044.4226720993
"shrub",1090.58753959504
"cropland",1733.20993064832
"built",1996.36022339784
"bare",1042.1367060236
"wetland",716.587942064332
