"covariates","waic_increase"
"elevation",1643.35927615121
"precipitation",994.295867313462
"tmax",1538.87202770259
"human_fp",1763.73537512885
"pop_den",2794.48640836675
"tree",1.55989438658798
"grassland",1.94703130226117
"shrub",1.87269747721984
"cropland",15.107706771134
"built",1.33506522002608
"bare",17.3513886953442
"wetland",10.1336014314293
"mangrove",1569.3336850083
"tsetse",375.361473220886
"water",0.946230150682823
