"covariates","waic_increase"
"elevation",4637.99826758868
"precipitation",5865.07905627956
"tmax",5107.94684951072
"pop_den",6211.05337520228
"tree",3740.37298516347
"grassland",4669.15655296034
"shrub",3508.84730675756
"cropland",1388.49159101648
"bare",4822.5900254264
"water",5319.06600060527
"tsetse",73.1167156057963
