"covariates","waic_increase"
"elevation",1817.30947836511
"precipitation",2148.79288981445
"tavg",1785.54136627827
"pop_den",1624.92820984924
"tree",2059.68256182156
"grassland",1835.63616242549
"cropland",195.566208044398
"built",1113.27145014432
"bare",984.769637494472
"water",218.156834942951
"wetland",24.5651925835919
"mangrove",4.72907801339716
"cattle",2259.58760884993
