"Longitude","Latitude","water_cover"
5.87828291457286,4.29213467336683,1
5.94805929648241,4.29213467336683,1
6.01783567839196,4.29213467336683,1
6.08761206030151,4.29213467336683,0
6.15738844221106,4.29213467336683,0
6.2271648241206,4.29213467336683,1
6.29694120603015,4.29213467336683,0
6.3667175879397,4.29213467336683,1
6.43649396984925,4.29213467336683,1
6.50627035175879,4.29213467336683,1
6.57604673366834,4.29213467336683,1
6.64582311557789,4.29213467336683,1
6.71559949748744,4.29213467336683,1
6.78537587939698,4.29213467336683,1
5.87828291457286,4.35055326633166,1
5.94805929648241,4.35055326633166,0
6.01783567839196,4.35055326633166,0
6.08761206030151,4.35055326633166,1
6.15738844221106,4.35055326633166,0
6.2271648241206,4.35055326633166,1
6.29694120603015,4.35055326633166,0
6.3667175879397,4.35055326633166,0
6.43649396984925,4.35055326633166,1
6.50627035175879,4.35055326633166,0
6.57604673366834,4.35055326633166,0
6.64582311557789,4.35055326633166,0
6.71559949748744,4.35055326633166,1
6.78537587939698,4.35055326633166,0
6.85515226130653,4.35055326633166,1
5.80850653266332,4.40897185929648,1
5.87828291457286,4.40897185929648,0
5.94805929648241,4.40897185929648,0
6.01783567839196,4.40897185929648,0
6.08761206030151,4.40897185929648,0
6.15738844221106,4.40897185929648,0
6.2271648241206,4.40897185929648,0
6.29694120603015,4.40897185929648,0
6.3667175879397,4.40897185929648,0
6.43649396984925,4.40897185929648,0
6.50627035175879,4.40897185929648,0
6.57604673366834,4.40897185929648,0
6.64582311557789,4.40897185929648,0
6.71559949748744,4.40897185929648,1
6.78537587939698,4.40897185929648,0
6.85515226130653,4.40897185929648,1
6.92492864321608,4.40897185929648,0
5.73873015075377,4.46739045226131,1
5.80850653266332,4.46739045226131,0
5.87828291457286,4.46739045226131,0
5.94805929648241,4.46739045226131,0
6.01783567839196,4.46739045226131,0
6.08761206030151,4.46739045226131,0
6.15738844221106,4.46739045226131,0
6.2271648241206,4.46739045226131,0
6.29694120603015,4.46739045226131,0
6.3667175879397,4.46739045226131,0
6.43649396984925,4.46739045226131,0
6.50627035175879,4.46739045226131,0
6.57604673366834,4.46739045226131,0
6.64582311557789,4.46739045226131,0
6.71559949748744,4.46739045226131,0
6.78537587939698,4.46739045226131,0
6.85515226130653,4.46739045226131,0
6.92492864321608,4.46739045226131,0
6.99470502512563,4.46739045226131,1
7.06448140703518,4.46739045226131,1
7.13425778894472,4.46739045226131,0
7.20403417085427,4.46739045226131,0
7.27381055276382,4.46739045226131,0
