"Latitude","Longitude","value","variable"
39.3989115577889,3.44249949748744,0.998259440874717,"Mean"
39.4835105527638,3.44249949748744,0.998305603537366,"Mean"
39.5681095477387,3.44249949748744,0.998728844927499,"Mean"
38.8913175879397,3.51052613065327,0.996388335559919,"Mean"
38.9759165829146,3.51052613065327,0.997091407952649,"Mean"
39.0605155778894,3.51052613065327,0.997263925328557,"Mean"
39.1451145728643,3.51052613065327,0.997713567055918,"Mean"
39.2297135678392,3.51052613065327,0.998038402821476,"Mean"
39.3143125628141,3.51052613065327,0.997729397813815,"Mean"
39.3989115577889,3.51052613065327,0.998049343254695,"Mean"
39.4835105527638,3.51052613065327,0.998204107435162,"Mean"
39.5681095477387,3.51052613065327,0.998394587585436,"Mean"
38.8067185929648,3.5785527638191,0.994064358876775,"Mean"
38.8913175879397,3.5785527638191,0.99484912152888,"Mean"
38.9759165829146,3.5785527638191,0.995528686274834,"Mean"
39.0605155778894,3.5785527638191,0.996186344688993,"Mean"
39.1451145728643,3.5785527638191,0.996583294489309,"Mean"
39.2297135678392,3.5785527638191,0.99715920954925,"Mean"
39.3143125628141,3.5785527638191,0.997387664550721,"Mean"
39.3989115577889,3.5785527638191,0.997778315741696,"Mean"
39.4835105527638,3.5785527638191,0.997967294876885,"Mean"
39.5681095477387,3.5785527638191,0.998160486515468,"Mean"
39.6527085427136,3.5785527638191,0.998034665316995,"Mean"
38.1299266331658,3.64657939698492,0.977708861726363,"Mean"
38.2145256281407,3.64657939698492,0.98331560261338,"Mean"
38.2991246231156,3.64657939698492,0.984646151379684,"Mean"
38.3837236180904,3.64657939698492,0.986915848089657,"Mean"
38.4683226130653,3.64657939698492,0.988738167604999,"Mean"
38.5529216080402,3.64657939698492,0.989425500245906,"Mean"
38.6375206030151,3.64657939698492,0.991766434833994,"Mean"
38.72211959799,3.64657939698492,0.992524245976469,"Mean"
38.8067185929648,3.64657939698492,0.99341678230297,"Mean"
38.8913175879397,3.64657939698492,0.994410048202006,"Mean"
38.9759165829146,3.64657939698492,0.99499939061476,"Mean"
39.0605155778894,3.64657939698492,0.995761792879426,"Mean"
39.1451145728643,3.64657939698492,0.99627074436519,"Mean"
39.2297135678392,3.64657939698492,0.996714948069476,"Mean"
39.3143125628141,3.64657939698492,0.997115275901012,"Mean"
39.3989115577889,3.64657939698492,0.997302258587186,"Mean"
39.4835105527638,3.64657939698492,0.997558151403773,"Mean"
39.5681095477387,3.64657939698492,0.997767160893521,"Mean"
39.6527085427136,3.64657939698492,0.99774117370015,"Mean"
37.9607286432161,3.71460603015075,0.978541127889402,"Mean"
38.045327638191,3.71460603015075,0.979320456201513,"Mean"
38.1299266331658,3.71460603015075,0.981236200070087,"Mean"
38.2145256281407,3.71460603015075,0.984251272321886,"Mean"
38.2991246231156,3.71460603015075,0.984070694065874,"Mean"
38.3837236180904,3.71460603015075,0.986150026649357,"Mean"
38.4683226130653,3.71460603015075,0.987470176629744,"Mean"
38.5529216080402,3.71460603015075,0.989062725042817,"Mean"
38.6375206030151,3.71460603015075,0.990527585439192,"Mean"
38.72211959799,3.71460603015075,0.991700819867853,"Mean"
38.8067185929648,3.71460603015075,0.992623772823215,"Mean"
38.8913175879397,3.71460603015075,0.993737998147683,"Mean"
38.9759165829146,3.71460603015075,0.994594205888711,"Mean"
39.0605155778894,3.71460603015075,0.995324291754722,"Mean"
39.1451145728643,3.71460603015075,0.99588872328661,"Mean"
39.2297135678392,3.71460603015075,0.996214102022228,"Mean"
39.3143125628141,3.71460603015075,0.99654960671659,"Mean"
39.3989115577889,3.71460603015075,0.996788127679303,"Mean"
39.4835105527638,3.71460603015075,0.997080421598658,"Mean"
39.5681095477387,3.71460603015075,0.997330351156237,"Mean"
39.6527085427136,3.71460603015075,0.997393006731667,"Mean"
39.7373075376884,3.71460603015075,0.997156713509034,"Mean"
37.8761296482412,3.78263266331658,0.972169925587729,"Mean"
37.9607286432161,3.78263266331658,0.97043862340934,"Mean"
38.045327638191,3.78263266331658,0.971832504999772,"Mean"
38.1299266331658,3.78263266331658,0.979677598493065,"Mean"
38.2145256281407,3.78263266331658,0.983593813061552,"Mean"
38.2991246231156,3.78263266331658,0.983307002252091,"Mean"
38.3837236180904,3.78263266331658,0.983509757270167,"Mean"
38.4683226130653,3.78263266331658,0.985526299715912,"Mean"
38.5529216080402,3.78263266331658,0.988293774558495,"Mean"
38.6375206030151,3.78263266331658,0.990272117806255,"Mean"
38.72211959799,3.78263266331658,0.990794216231859,"Mean"
38.8067185929648,3.78263266331658,0.992098700240418,"Mean"
38.8913175879397,3.78263266331658,0.993138629269088,"Mean"
38.9759165829146,3.78263266331658,0.993986806368539,"Mean"
39.0605155778894,3.78263266331658,0.994514631890699,"Mean"
39.1451145728643,3.78263266331658,0.995077454365015,"Mean"
39.2297135678392,3.78263266331658,0.99576973788315,"Mean"
39.3143125628141,3.78263266331658,0.995840087688343,"Mean"
39.3989115577889,3.78263266331658,0.996232916710098,"Mean"
39.4835105527638,3.78263266331658,0.996549868873529,"Mean"
39.5681095477387,3.78263266331658,0.996836388919046,"Mean"
39.6527085427136,3.78263266331658,0.9970107106398,"Mean"
39.7373075376884,3.78263266331658,0.996753849970865,"Mean"
37.7915306532663,3.85065929648241,0.967731208325332,"Mean"
37.8761296482412,3.85065929648241,0.963323660510649,"Mean"
37.9607286432161,3.85065929648241,0.969462651768415,"Mean"
38.045327638191,3.85065929648241,0.975292799523546,"Mean"
38.1299266331658,3.85065929648241,0.979517884500596,"Mean"
