"covariates","waic_increase"
"precipitation",396.172275624984
"tmax",223.74052848567
"tree",733.515128933584
"shrub",973.874192333872
"cropland",1787.64558493394
"built",2513.68506238109
"bare",1405.59590712877
"water",980.665001542996
"mangrove",9.2990993843041
"cattle",890.19612262483
"tsetse",70.2244764120214
