"covariates","waic_increase"
"human_fp",29.5177164162542
"tree",129.885226082669
"grassland",261.132158814245
"shrub",439.724261942699
"cropland",305.073584249011
"built",779.873564490932
"water",234.733564326692
"mangrove",18.0472141538157
