"covariates","waic_increase"
"tavg",473.665694054313
"tmax",468.370691173861
"pop_den",1387.32680667977
"grassland",796.993628096183
"shrub",902.308274535405
"cropland",70.8116560549752
"bare",494.581944493752
"water",237.221367708652
"cattle",1562.63101966703
