"covariates","waic_increase"
"elevation",351.398335670106
"precipitation",250.101027688217
"tavg",111.327374118579
"human_fp",170.971937839018
"tree",312.473088143619
"shrub",125.205470247258
"bare",408.574674059315
"cattle",491.434385800901
"tsetse",22.541225362429
