"covariates","waic_increase"
"elevation",787.075958313811
"precipitation",439.51998175593
"tavg",350.246229091237
"tmax",117.570726080117
"grassland",118.497906134235
"shrub",1009.50247409735
"cropland",144.391897801615
"bare",242.611965507233
"cattle",752.71838140614
