"covariates","waic_increase"
"tavg",27.1128598131017
"tmax",56.9111718580325
"tree",1036.0550026019
"grassland",543.393450377701
"shrub",815.814163690128
"cropland",862.252620902888
"built",822.289934947118
"water",529.1411119251
"mangrove",3.23074559404358
"cattle",335.555645887346
