"region","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Ab Ala",0.0143034518591307,615,0.00337995440385591,155,0.0402416781695415,1671
"Ababo",0.390357108337971,25053,0.378729080146639,24315,0.402076213408454,25797
"Abay Chomen",0.365343390151923,17281,0.355706296338732,16833,0.37505800438351,17733
"Abaya",0.344641944002756,17413,0.333464058345273,16837,0.355945965586987,17998
"Abe Dongoro",0.348736787140686,18801,0.34058937739781,18343,0.356951292313545,19263
"Abergele",0.207013505407192,15715,0.172991139030665,13196,0.245152190653878,18532
"Abeshege",0.384369937202069,25045,0.375141870380808,24462,0.393660001654783,25632
"Abichuna Gne'a",0.420899389928077,63781,0.39597501493465,59996,0.446126869913107,67614
"Abobo",0.274134794247598,2630,0.255199608061179,2542,0.294825465432053,2720
"Abuna G/Beret",0.386108531875201,66489,0.372470182966188,64171,0.399877831063872,68831
"Ada'a",0.372107417491058,53743,0.355314583972906,51290,0.389195688478958,56240
"Adaa'r",0.359569647350188,31678,0.260307055324128,24314,0.470965277859124,39806
"Adaba",0.224771775799075,37826,0.205163980780988,34862,0.245346691262975,40918
"Adadle",0.362158661648662,0,1.06415471824568e-05,0,0.999581419224446,0
"Adama",0.368008388787595,42834,0.351782230729922,40938,0.38445840159145,44755
"Adami Tulu Jido Kombolcha",0.33467226075451,39813,0.320364799695878,37870,0.349316453433337,41821
"Adda Berga",0.397097432133716,61313,0.380033532208592,58649,0.414350424938105,64008
"Addi Arekay",0.260498533008268,24716,0.239976032222665,22766,0.281843541286379,26745
"Adola",0.275257550365873,41374,0.25631915761061,38507,0.294790203643522,44332
"Adwa",0.0205811416826738,2234,0.000958853603253283,101,0.107635339990166,11725
"Afambo",0.174730417591066,2032,0.000764465290455606,13,0.836893328519843,11767
"Afdem",0.424512197941244,0,0.0117631635427222,0,0.970460703505576,0
"Afder",0.415314688126934,0,0.000132257338561027,0,0.999389306245243,0
"Afdera",0.00352991726788808,35,0.000323962021622342,4,0.0150069534643434,145
"Afele Kola",0.224183515712952,21421,0.210958042082124,20147,0.237833632365207,22736
"Agalometi",0.347260173335187,4037,0.337145836517318,3923,0.357475904792955,4152
"Agarfa",0.228614864263594,35250,0.210648468650446,32441,0.247365627040367,38184
"Ahferom",0.0164217654212101,1670,0.000239086360259793,30,0.117967611041577,11564
"Akaki",0.390893658744565,35058,0.374819202845913,33608,0.407148893798391,36525
"Akaki - Kalit",0.335663581027363,6292,0.312961567899037,5867,0.358942664534979,6729
"Akobo",0.000462585002877995,11,2.7511505393763e-05,1,0.00202202109964567,48
"Alaba",0.293970289641955,48847,0.283450494560821,47087,0.304654949475725,50635
"Alaje",0.0725356581214008,6076,0.0419605728921561,3474,0.116009700030621,9801
"Alamata",0.195861798213294,24748,0.156849035281826,19566,0.241544465026337,30858
"Albuko",0.432348310844248,46250,0.398835723026009,42658,0.46632843452708,49893
"Ale",0.289711467188066,15837,0.282882350459269,15463,0.296612129102537,16216
"Aleltu",0.385871214328547,23068,0.365166392898845,21822,0.406890517493282,24332
"Alem Gena",0.4008649154081,62594,0.386022746349219,60268,0.415844513199981,64942
"Aleta Wendo",0.196731403002222,22248,0.18470398663629,20882,0.209186371475029,23664
"Alfa",0.294270619900455,44465,0.281079426625906,42564,0.307743470591052,46407
"Alge Sachi",0.302016927937226,28435,0.296509795054791,27918,0.307566945628713,28956
"Alicho Woriro",0.251011593573008,28994,0.239168214097564,27595,0.263140098702777,30428
"Alle",0.356555329657263,17679,0.345300162641598,17086,0.367928878569203,18280
"Amaro",0.298221220338386,21969,0.287997743862286,21222,0.308604723386628,22727
"Ambasel",0.427559429726618,51712,0.3959474017743,47909,0.459617718056558,55567
"Ambo Zuria",0.362389515361291,74291,0.351828295325576,72129,0.373051174185001,76473
"Ameya",0.365828283367599,61622,0.35702325038154,60144,0.374703313183168,63112
"Amibara",0.483635045530013,75363,0.397809655055813,64505,0.571091502743492,86370
"Amigna",0.280994321062028,30517,0.259878935823358,28258,0.30286563140788,32858
"Amuru",0.346794675530859,21633,0.336866434787599,21055,0.356819169135631,22216
"Ana Sora",0.240562757539035,35486,0.225784626216069,33288,0.25581569300709,37756
"Analemmo",0.270298265379692,17160,0.260395497068261,16532,0.280372999339908,17800
"Anchar",0.351184932247449,22596,0.327495250346479,21047,0.375429862122982,24186
"Anderacha",0.317460901491163,7752,0.308499527513984,7527,0.326526581308414,7980
"Aneded",0.364942830888939,32824,0.350742240881074,31546,0.379314375249976,34118
"Anfilo",0.375640799706942,10472,0.366031094588722,10189,0.385324933067323,10757
"Angolelana Tera",0.38946376784796,54934,0.365201813570425,51491,0.414141014208106,58436
