"region","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Ab Ala",0.00332316653199999,147,0.000565227770602353,27,0.010982777586397,467
"Ababo",0.382988147336878,24495,0.371067004818229,23751,0.39501115490788,25247
"Abay Chomen",0.352160855572775,16623,0.342313011587213,16174,0.362099937980318,17076
"Abaya",0.330319174983551,15791,0.306220648552371,15195,0.355033735707599,16399
"Abe Dongoro",0.322884835689819,17381,0.314673836216136,16921,0.331180247435112,17847
"Abergele",0.159844858612692,12171,0.128191210520775,9844,0.19651918542542,14859
"Abeshege",0.348224751057382,22501,0.339067657273485,21924,0.357464969455397,23083
"Abichuna Gne'a",0.431069953031438,65312,0.405501352584983,61429,0.456914953852646,69238
"Abobo",0.256025620497449,2361,0.236611530855786,2260,0.277089842697357,2465
"Abuna G/Beret",0.39289810481497,66921,0.377787430536156,64379,0.408155074658509,69490
"Ada'a",0.359588597422859,52104,0.342674944054395,49635,0.3767600161891,54611
"Adaa'r",0.351982631440786,31342,0.22535785711108,22010,0.501996449003802,42125
"Adaba",0.181009526004646,30215,0.16324594415032,27604,0.199869336273313,32965
"Adadle",0.387086580415917,0,5.40326814380416e-05,0,0.999200277466535,0
"Adama",0.343963025083303,39972,0.325488063506138,37779,0.362801250277428,42210
"Adami Tulu Jido Kombolcha",0.301729134910961,36302,0.283743708254681,34411,0.320178330042263,38243
"Adda Berga",0.400351952928534,61587,0.381296961372117,58684,0.419628472187824,64525
"Addi Arekay",0.230273530828299,21849,0.210681316342772,19987,0.250786721723459,23800
"Adola",0.243168870877637,37007,0.224416139485627,34083,0.262615871112308,40042
"Adwa",0.0152784368360062,1678,0.000970065495412368,104,0.0729185765718278,8026
"Afambo",0.106227206321834,2716,0.000612591290543189,19,0.61362136294604,16741
"Afdem",0.437705652020203,0,0.0217010547783436,0,0.957232447826268,0
"Afder",0.493305546934088,0,0.00114365036697731,0,0.999251454103209,0
"Afdera",0.000499055366600124,5,2.54618051484011e-05,0,0.00250926544865351,26
"Afele Kola",0.198885213332454,19005,0.185529400316729,17715,0.212762143575865,20347
"Agalometi",0.325669634442118,3770,0.314845113298022,3651,0.336632764260366,3891
"Agarfa",0.189400527475145,28822,0.173063355195588,26310,0.206595414572571,31469
"Ahferom",0.0116836514573198,1144,0.000209193119586476,25,0.0777574770017909,7378
"Akaki",0.376493429695326,33861,0.357689818108591,32109,0.395587712135033,35641
"Akaki - Kalit",0.398601236912879,7472,0.36243743267989,6794,0.435605515833594,8166
"Akobo",0.00142775585044491,34,0.000199377376464447,5,0.00489731665858786,115
"Alaba",0.248649105766905,41186,0.238802104341561,39548,0.258692786965551,42857
