"Latitude","Longitude","value","variable"
5.87828291457286,4.29213467336683,0.88083974237257,"Mean"
5.94805929648241,4.29213467336683,0.875928462781311,"Mean"
6.01783567839196,4.29213467336683,0.854034155896356,"Mean"
6.08761206030151,4.29213467336683,0.71244095439358,"Mean"
6.15738844221106,4.29213467336683,0.577462470916534,"Mean"
6.2271648241206,4.29213467336683,0.853699036346396,"Mean"
6.29694120603015,4.29213467336683,0.693666129647301,"Mean"
6.3667175879397,4.29213467336683,0.8408486656887,"Mean"
6.43649396984925,4.29213467336683,0.833940332895279,"Mean"
6.50627035175879,4.29213467336683,0.826690188868625,"Mean"
6.57604673366834,4.29213467336683,0.819083122115134,"Mean"
6.64582311557789,4.29213467336683,0.811103852096906,"Mean"
6.71559949748744,4.29213467336683,0.802737025648298,"Mean"
6.78537587939698,4.29213467336683,0.79396733242937,"Mean"
5.87828291457286,4.35055326633166,0.877713968328312,"Mean"
5.94805929648241,4.35055326633166,0.606815712994884,"Mean"
6.01783567839196,4.35055326633166,0.918030984764557,"Mean"
6.08761206030151,4.35055326633166,0.953308784931424,"Mean"
6.15738844221106,4.35055326633166,0.917287350826113,"Mean"
6.2271648241206,4.35055326633166,0.849490929542536,"Mean"
6.29694120603015,4.35055326633166,0.918755914481533,"Mean"
6.3667175879397,4.35055326633166,0.91617536688912,"Mean"
6.43649396984925,4.35055326633166,0.927824841909639,"Mean"
6.50627035175879,4.35055326633166,0.915418346123048,"Mean"
6.57604673366834,4.35055326633166,0.915946891600228,"Mean"
6.64582311557789,4.35055326633166,0.915210958030806,"Mean"
6.71559949748744,4.35055326633166,0.793175020484837,"Mean"
6.78537587939698,4.35055326633166,0.462923049670393,"Mean"
6.85515226130653,4.35055326633166,0.740698464427389,"Mean"
5.80850653266332,4.40897185929648,0.879484059613907,"Mean"
5.87828291457286,4.40897185929648,0.920000410918236,"Mean"
5.94805929648241,4.40897185929648,0.9181865646059,"Mean"
6.01783567839196,4.40897185929648,0.91897862171507,"Mean"
6.08761206030151,4.40897185929648,0.919704071381652,"Mean"
