"state","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Abadam",0.960378336149163,100883,0.92164949618419,96753,0.983253775580676,103324
"Abaji",0.240618511585529,7420,0.219274712641835,6771,0.263017449560522,8101
"Abak",0.242277539225657,74,0.188311608167932,57,0.302530163926284,92
"Abakaliki",0.327796446288489,1269,0.296684705869475,1148,0.360059525383232,1393
"Abeokuta North",0.597372499641987,2174,0.535397428312358,1947,0.656508526692852,2391
"Abeokuta South",0.560096708143533,287,0.500774117559425,257,0.618191594189064,317
"Abi",0.287617464412329,247,0.253078573688181,218,0.323273864623167,277
"Aboh-Mbaise",0.300245138299371,92,0.25102558570588,77,0.352698940624224,108
"Abua/Odual",0.542661514827555,54,0.231372483551048,25,0.856609545209525,78
"Abuja",0.259107431944312,14767,0.233142620732514,13263,0.286448934789887,16352
"Adavi",0.344608684964591,4117,0.308534048201553,3685,0.382043615867048,4567
"Ado",0.262284433636225,1234,0.23913272039332,1129,0.286533748819154,1343
"Ado Odo/Ota",0.781375406359254,2204,0.700073359944673,1975,0.849068581844066,2395
"Ado-Ekiti",0.435077628991159,127,0.400742790638894,117,0.469784212646982,137
"Afijio",0.354669199138024,1840,0.321892489060828,1667,0.388526588208976,2020
"Afikpo North",0.25608317977854,209,0.229892547580274,188,0.283635862442034,232
"Afikpo South",0.225161210114563,114,0.20238681835633,104,0.249292911571561,126
"Agaie",0.239456703806191,11430,0.217290518831388,10365,0.262393160980912,12532
"Agatu",0.368619285456486,3672,0.323451896295905,3196,0.414550077716793,4153
"Aguata",0.281277150465368,142,0.254845816158544,129,0.308843556261742,156
"Agwara",0.237195164516901,8187,0.189195436600094,6572,0.287492601117298,9940
"Ahiazu-Mbaise",0.291384768012871,53,0.259434417708563,47,0.324911824378661,59
"Ahoada East",0.484308756413785,19,0.246641985156827,10,0.726409018091354,29
"Ahoada West",0.53432789188986,38,0.26681741157213,19,0.782883895474552,56
"Aiyedade",0.396817953465682,1274,0.365106635625726,1170,0.429198773852158,1380
"Ajaokuta",0.392222300413899,6631,0.348365994723132,5891,0.436020266419086,7369
"Ajingi",0.225182334024065,4569,0.1973224723278,4002,0.255002173128356,5176
"Akamkpa",0.202401232688207,130,0.170159566084322,109,0.237742704148199,153
"Akinyele",0.35151748543814,1280,0.323240561544794,1177,0.380631918783436,1387
"Akko",0.256587856276976,27907,0.232006465303247,25190,0.28238253720639,30762
"Akoko North-East",0.386875235507279,334,0.352222344463638,303,0.422395363998799,365
"Akoko North-West",0.373715675520393,182,0.336548822168853,164,0.411976641727903,200
"Akoko South-East",0.34673829541826,59,0.309124789100754,52,0.385859824911556,66
"Akoko South-West",0.370999528865551,136,0.338468812148244,124,0.404460751852792,149
"Akoko-Edo",0.374824833144515,1805,0.339706171502642,1633,0.411007058770123,1981
"Akpabuyo",0.238631273248106,62,0.160317382786488,46,0.370672313849921,84
"Akuku-Toru",0.400719145822603,7,0.0359014485491188,2,0.996682883537697,11
"Akure North",0.445459980268517,150,0.412175887606983,139,0.479020414321461,162
"Akure South",0.437979268445106,108,0.405427268788883,100,0.470874486812684,116
"Akwanga",0.499123131208578,7479,0.469102829911489,7028,0.529137019956987,7930
"Albasu",0.23844086347619,2241,0.214489003554409,2015,0.263697330553607,2478
"Aleiro",0.164923696377432,1534,0.116301332283012,1082,0.223939458610026,2083
"Alimosho",0.618717755255526,147,0.513407589745008,127,0.716918588814418,165
"Alkaleri",0.368276548680846,37955,0.339997750701873,34854,0.397103990454546,41166
"Amuwo Odofin",0.772052467061805,189,0.68306076396958,167,0.846091216165286,207
"Anambra East",0.361487301496043,611,0.320694095588294,544,0.402913257131414,679
"Anambra West",0.366637870347539,1296,0.272614764280189,942,0.473439745549309,1702
"Anaocha",0.324936019724679,144,0.293957233300013,130,0.35704308400394,158
"Andoni",0.563006057489204,12,0.222439834435925,6,0.945162505834176,18
"Aninri",0.291395964877147,382,0.266015119822771,349,0.317757938359237,417
"Aniocha North",0.394290058253414,312,0.364683036570091,289,0.424181363489464,336
"Aniocha South",0.378312337269308,612,0.345401275530703,558,0.412048154758643,668
"Anka",0.134751030483561,9861,0.104050003363159,7610,0.17069920632846,12497
"Ankpa",0.249617618504007,3272,0.220848866660617,2897,0.2802179967658,3671
"Apa",0.321590867969044,1808,0.291180680831053,1637,0.353229380514779,1985
"Ardo-Kola",0.134669581752216,7667,0.117601884595471,6716,0.153286251234008,8701
