"region","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Addis Abeba",0.425035110599534,0,0.400782182941988,0,0.449569480130733,0
"Afar",0.186736520972075,0,0.0967495730964279,0,0.35443947773796,0
"Amhara",0.364737210233226,32855,0.341814532408162,31724,0.388189218742979,34000
"Benshangul-Gumaz",0.45884423691244,166035,0.441056050303245,161794,0.47675511641128,170269
"Dire Dawa",0.384088356685799,0,0.000257437917202666,0,0.997302368166331,0
"Gambela Peoples",0.322961681030539,104181,0.300992069992917,98338,0.347125554138913,110838
"Harari People",0.357050768750599,0,8.17250010462984e-05,0,0.998019113223275,0
"Oromia",0.433895080670913,1187614,0.354654365707862,1155596,0.554218488740332,1218047
"Somali",0.438652537232414,7411,0.0590752816330229,6845,0.989714942745786,7546
"Southern Nations, Nationalities",0.394513465859839,2119408,0.375315571771521,1969124,0.412629160462933,2254834
"Tigray",0.105146606860442,0,0.0758217221332405,0,0.154538153003502,0
"Total",0.38419299239469,3617504,0.242438004418727,3423421,0.592018719324177,3795533
