"region","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Addis Abeba",0.21857877898546,0,0.186751578616553,0,0.254040841153048,0
"Afar",0.24982842176996,0,0.138437300979642,0,0.422574485046323,0
"Amhara",0.390295326792162,33554,0.364652868094375,32289,0.416394573601393,34835
"Benshangul-Gumaz",0.421964997929253,151405,0.40367627025585,146836,0.440457866744621,155985
"Dire Dawa",0.405942315265987,0,0.00097714175790309,0,0.994791048778824,0
"Gambela Peoples",0.337886574404738,106433,0.311819918123938,99635,0.367327268678264,114209
"Harari People",0.362724364012492,0,0.00032208519249432,0,0.995266748372612,0
"Oromia",0.449235333101447,1099332,0.375367293211724,1066699,0.558180007873271,1131820
"Somali",0.512777565408866,12553,0.0931034603536488,10966,0.991118287956398,12746
"Southern Nations, Nationalities",0.378196237146442,1982165,0.357785425058683,1831951,0.397504750828719,2122627
"Tigray",0.156794540181335,0,0.11146005078656,0,0.236904018462479,0
"Total",0.417053590579104,3385441,0.262798419955185,3188377,0.604302902274705,3572221
