"state","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Abadam",0.938175793821275,11798,0.884593690965619,11439,0.971843127621119,12012
"Abaji",0.337269835936983,10409,0.311695593054646,9628,0.363580820946013,11211
"Abak",0.218245795967125,66,0.157845882545449,48,0.285561322779448,87
"Abakaliki",0.391307265933814,1511,0.359706654704627,1390,0.423623971477299,1635
"Abeokuta North",0.623079693051907,2288,0.564173309218464,2074,0.678937307012759,2492
"Abeokuta South",0.353814140443214,181,0.31001957992942,159,0.399513600947644,205
"Abi",0.334412004780729,284,0.299057743951379,255,0.370470256844401,313
"Aboh-Mbaise",0.2907408276403,89,0.232200939819889,71,0.351716819738815,108
"Abua/Odual",0.193140426553043,20,0.0296719561702101,3,0.597355731007632,51
"Abuja",0.347972699519483,20290,0.31993706673436,18645,0.376846352740643,21983
"Adavi",0.482096050375358,5757,0.446091738529185,5325,0.518129153584331,6189
"Ado",0.324918899885696,1521,0.299998284762603,1408,0.350661270100272,1637
"Ado Odo/Ota",0.708507368982639,1963,0.615509329842416,1699,0.789724593213176,2195
"Ado-Ekiti",0.344148037663124,88,0.31682157725667,80,0.372200586341419,95
"Afijio",0.339935586888153,1794,0.308883230524396,1630,0.372066483310233,1964
"Afikpo North",0.302774055780458,246,0.274522083989272,223,0.332186566102464,270
"Afikpo South",0.287736103051318,149,0.261992779693167,137,0.314664006964199,162
"Agaie",0.322134082170789,15514,0.297816106296107,14348,0.346816768566964,16698
"Agatu",0.435580804971598,4369,0.397080407960941,3987,0.473944606353004,4745
"Aguata",0.331915470400254,168,0.304975176696516,154,0.359702323430003,182
"Agwara",0.153067751355078,4408,0.115131088400116,3408,0.195350935855425,5579
"Ahiazu-Mbaise",0.32181771427986,59,0.288732059044833,53,0.356182091009844,65
"Ahoada East",0.220442571968768,9,0.056946362093323,2,0.482755591647076,19
"Ahoada West",0.244154091943096,17,0.0553822490057728,4,0.546141602147827,39
"Aiyedade",0.406193574851713,1308,0.375027494121678,1205,0.437958552731828,1413
"Ajaokuta",0.527801502106325,8925,0.485612871597105,8217,0.568649085839069,9610
"Ajingi",0.250230945869285,0,0.221598822219401,0,0.280585604969653,0
"Akamkpa",0.178649072517904,122,0.150112216642051,103,0.210136078930735,143
"Akinyele",0.303843017913283,1018,0.281506955662883,947,0.326924724944937,1091
"Akko",0.308065982649452,12394,0.282929411226074,11465,0.334095590362329,13352
"Akoko North-East",0.414418564109255,373,0.382924460694733,345,0.446416597140724,401
